,주차장관리번호,주차장명,주차장구분,주차장유형,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도_x,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33,도로명주소,행정구역
398,101-2-000014,장충 공영주차장,공영,노외,106,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55611411,126.97529109999998,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 남대문로5가 퇴계로 10,회현동
399,101-2-000015,손기정체육공원 공영주차장,공영,노외,197,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55877811,126.972411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 봉래동1가 세종대로5길 36,회현동
400,101-2-000016,다동공원 공영주차장,공영,노외,15,1,미시행,평일+토요일,09:00,23:00,09:00,23:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56759611,126.97844611,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 태평로1가 무교로 17-27,
401,101-2-000017,동산 공영주차장,공영,노외,83,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55660411,126.97595311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 남대문로5가 퇴계로 24,회현동
402,101-2-000018,남산동 공영주차장,공영,노외,49,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56787611,126.98113911,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 다동길 34,명동
403,101-2-000019,새싹마을 공영주차장,공영,노외,12,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,0,5.0,0.0,-1.0,-1.0,-1.0,신용카드,거주자 월정기주차로만 운영중,서울특별시중구시설관리공단,02-2280-8360,37.56868111,127.01098111,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 마장로 11,왕십리도선동
404,101-2-000020,묵정공원지하 공영주차장,공영,노외,502,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56444111,126.9801311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 소공로 106,소공동
405,101-2-000021,다산아트 공영주차장,공영,노외,76,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56744411,127.01677611,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 마장로 62-11,신당동
406,101-2-000022,황학어린이공원 공영주차장,공영,노외,113,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56131111,126.97296811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 세종대로9길 41,소공동
407,101-3-000001,중구구민회관 부설주차장,공영,부설,71,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56764311,127.00501811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 을지로6가 을지로39길 29,을지로동
408,101-3-000002,중림종합복지센터 부설주차장,공영,부설,95,2,미시행,평일+토요일+공휴일,06:00,22:00,09:00,18:00,09:00,18:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56767711,126.9940111,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 을지로15길 30-12,을지로동
409,101-3-000003,중구종합복지센터,공영,부설,82,2,미시행,평일+토요일,08:00,19:00,09:00,18:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56355211,126.99555511,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0,서울특별시 중구 인현동2가 퇴계로41길 37-3,
410,108-1-000008,구청앞주차장,공영,노상,21,1,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,250,5.0,250.0,1440.0,20000.0,150000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.63913400000001,127.025694,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 한천로139길 25,수유3동
411,108-1-000008,구청앞주차장,공영,노상,21,1,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,250,5.0,250.0,1440.0,20000.0,150000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.63913400000001,127.025694,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 한천로139길 25,수유3동
412,108-1-000008,구청앞주차장,공영,노상,21,1,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,250,5.0,250.0,1440.0,20000.0,150000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.63913400000001,127.025694,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 한천로139길 25,수유3동
413,108-1-000008,구청앞주차장,공영,노상,21,1,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,250,5.0,250.0,1440.0,20000.0,150000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.63913400000001,127.025694,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 한천로139길 25,수유3동
414,108-2-000011,우이동주차장,공영,노외,82,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3049,37.656681,127.011607,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 삼양로155길 33,우이동
415,108-2-000011,우이동주차장,공영,노외,82,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3049,37.656681,127.011607,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 삼양로155길 33,우이동
416,108-2-000011,우이동주차장,공영,노외,82,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3049,37.656681,127.011607,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 삼양로155길 33,우이동
417,108-2-000011,우이동주차장,공영,노외,82,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3049,37.656681,127.011607,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 삼양로155길 33,우이동
418,108-2-000010,송천동주차장,공영,노외,59,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3039,37.614536,127.025126,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 숭인로7나길 23,송천동
419,108-2-000010,송천동주차장,공영,노외,59,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3039,37.614536,127.025126,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 숭인로7나길 23,송천동
420,108-2-000010,송천동주차장,공영,노외,59,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3039,37.614536,127.025126,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 숭인로7나길 23,송천동
421,108-2-000010,송천동주차장,공영,노외,59,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3039,37.614536,127.025126,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 숭인로7나길 23,송천동
422,108-2-000009,대지시장길주차장,공영,노외,47,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3035,37.620104,127.020227,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 솔샘로 243-8,삼양동
423,108-2-000009,대지시장길주차장,공영,노외,47,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3035,37.620104,127.020227,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 솔샘로 243-8,삼양동
424,108-2-000009,대지시장길주차장,공영,노외,47,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3035,37.620104,127.020227,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 솔샘로 243-8,삼양동
425,108-2-000009,대지시장길주차장,공영,노외,47,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3035,37.620104,127.020227,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 솔샘로 243-8,삼양동
426,108-2-000008,송중동주차장,공영,노외,53,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3038,37.61160200000001,127.033569,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 월계로7길 36,송중동
427,108-2-000008,송중동주차장,공영,노외,53,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3038,37.61160200000001,127.033569,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 월계로7길 36,송중동
428,108-2-000008,송중동주차장,공영,노외,53,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3038,37.61160200000001,127.033569,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 월계로7길 36,송중동
429,108-2-000008,송중동주차장,공영,노외,53,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3038,37.61160200000001,127.033569,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 월계로7길 36,송중동
430,108-2-000007,구세군길주차장,공영,노외,87,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.625959,127.013517,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 인수봉로20가길 21,삼양동
431,108-2-000007,구세군길주차장,공영,노외,87,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.625959,127.013517,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 인수봉로20가길 21,삼양동
432,108-2-000007,구세군길주차장,공영,노외,87,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.625959,127.013517,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 인수봉로20가길 21,삼양동
433,108-2-000007,구세군길주차장,공영,노외,87,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.625959,127.013517,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 인수봉로20가길 21,삼양동
434,108-2-000006,번2동주차장,공영,노외,20,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.626781,127.036718,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 오현로21길 6,번2동
435,108-2-000006,번2동주차장,공영,노외,20,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.626781,127.036718,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 오현로21길 6,번2동
436,108-2-000006,번2동주차장,공영,노외,20,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.626781,127.036718,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 오현로21길 6,번2동
437,108-2-000006,번2동주차장,공영,노외,20,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,0,0,0.0,0.0,0.0,0.0,60000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.626781,127.036718,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 오현로21길 6,번2동
438,108-2-000005,색동공원주차장,공영,노외,80,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-985-3492,37.633199,127.020581,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 삼양로80나길 52,수유1동
439,108-2-000005,색동공원주차장,공영,노외,80,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-985-3492,37.633199,127.020581,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 삼양로80나길 52,수유1동
440,108-2-000005,색동공원주차장,공영,노외,80,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-985-3492,37.633199,127.020581,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 삼양로80나길 52,수유1동
441,108-2-000005,색동공원주차장,공영,노외,80,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-985-3492,37.633199,127.020581,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 삼양로80나길 52,수유1동
442,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
443,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
444,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
445,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
446,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
447,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
448,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
449,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
450,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
451,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
452,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
453,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
454,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
455,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
456,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
457,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
458,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
459,108-1-000003,나눔터길주차장,공영,노상,53,3,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,B551282,강북구도시관리공단,-1.0,서울특별시 강북구 수유로 47,인수동
460,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
461,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
462,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
463,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
464,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
465,108-2-000004,인수동주차장,공영,노외,89,3,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3045,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
466,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
467,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
468,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
469,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
470,108-1-000005,아카데미주차장,공영,노상,71,3,요일제,평일+토요일+공휴일,09:00,18:00,09:00,18:00,09:00,18:00,유료,5,200,5.0,200.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.635193,127.019186,2019-05-21,3080000,서울특별시 강북구,-1.0,서울특별시 강북구 수유로 47,인수동
