기간	자치구	성별	연령	합계	재학	재학	재학	재학	재학	재학	재학	졸업	졸업	졸업	졸업	졸업	졸업	졸업	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	중퇴	수료	수료	수료	수료	안받았음(미취학포함)
2015	은평구	여자	55~59세	19,872	35	-	2	7	1	11	14	18,838	1,994	3,359	9,629	849	2,470	537	807	124	214	201	116	145	7	129	42	34	53	63
2015	은평구	여자	60~64세	14,917	16	-	7	4	-	-	5	13,972	2,985	3,369	5,786	392	1,264	176	685	144	216	149	66	103	7	67	26	13	28	177
2015	은평구	여자	65~69세	12,534	8	4	2	2	-	-	-	11,216	3,334	2,792	3,835	274	891	90	698	281	198	113	48	58	-	46	24	7	15	566
2015	은평구	여자	70~74세	10,278	-	-	-	-	-	-	-	8,258	3,474	1,803	2,123	187	619	52	720	418	150	79	8	65	-	15	-	-	15	1,285
2015	은평구	여자	75~79세	7,330	-	-	-	-	-	-	-	5,206	2,723	926	1,148	84	304	21	819	482	169	58	7	103	-	26	-	5	21	1,279
2015	은평구	여자	80~84세	4,072	-	-	-	-	-	-	-	2,509	1,485	378	514	22	105	5	349	245	68	28	-	8	-	-	-	-	-	1,214
2015	은평구	여자	85세 이상	2,925	-	-	-	-	-	-	-	1,391	840	179	302	42	19	9	163	124	9	17	7	6	-	-	-	-	-	1,371
2015	서대문구	합계	계	284,679	60,937	12,255	8,616	10,507	4,111	20,770	4,678	202,715	16,585	16,328	65,932	23,593	66,891	13,386	11,541	1,826	1,688	1,765	2,160	3,602	500	3,240	462	593	2,185	6,246
2015	서대문구	합계	6~9세	8,088	6,389	6,389	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,699
2015	서대문구	합계	10~14세	11,565	11,562	5,866	5,696	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3
2015	서대문구	합계	15~19세	17,204	15,804	-	2,448	8,848	1,368	3,140	-	1,286	-	56	1,230	-	-	-	114	-	6	77	22	9	-	-	-	-	-	-
2015	서대문구	합계	20~24세	26,672	18,523	-	468	1,653	2,189	13,537	676	7,428	3	42	2,626	2,302	2,446	9	644	-	14	115	325	190	-	73	19	54	-	4
2015	서대문구	합계	25~29세	24,067	5,926	-	1	3	326	3,355	2,241	17,043	-	30	2,007	3,848	10,376	782	797	-	14	36	300	420	27	300	60	143	97	1
2015	서대문구	합계	30~34세	22,741	1,265	-	1	3	60	339	862	19,871	-	85	3,128	3,299	11,376	1,983	1,040	-	21	34	357	560	68	555	40	61	454	10
2015	서대문구	합계	35~39세	21,303	663	-	1	-	56	181	425	19,330	-	191	4,376	3,474	9,276	2,013	880	-	8	95	319	366	92	429	58	97	274	1
2015	서대문구	합계	40~44세	23,771	388	-	-	-	81	92	215	21,902	29	327	6,963	3,604	8,558	2,421	946	17	62	143	236	387	101	518	126	38	354	17
2015	서대문구	합계	45~49세	23,893	273	-	-	-	30	84	159	22,395	110	583	9,560	2,498	7,785	1,859	826	15	61	155	169	355	71	390	33	54	303	9
2015	서대문구	합계	50~54세	23,009	67	-	-	-	-	23	44	21,731	686	1,814	9,798	1,833	5,948	1,652	828	41	108	188	148	308	35	377	65	81	231	6
2015	서대문구	합계	55~59세	22,279	59	-	1	-	-	17	41	20,926	1,354	2,978	9,500	1,501	4,381	1,212	960	134	184	242	79	252	69	321	44	28	249	13
2015	서대문구	합계	60~64세	16,508	18	-	-	-	1	2	15	15,242	2,310	3,086	6,253	626	2,494	473	959	199	302	184	61	197	16	119	16	8	95	170
2015	서대문구	합계	65~69세	14,045	-	-	-	-	-	-	-	12,632	3,181	2,672	4,672	271	1,495	341	988	239	302	207	65	168	7	81	-	20	61	344
2015	서대문구	합계	70~74세	12,498	-	-	-	-	-	-	-	10,551	3,691	2,157	3,121	151	1,160	271	1,070	457	265	171	34	135	8	55	1	9	45	822
2015	서대문구	합계	75~79세	9,284	-	-	-	-	-	-	-	7,289	2,896	1,568	1,557	105	933	230	815	394	180	73	30	132	6	-	-	-	-	1,180
2015	서대문구	합계	80~84세	4,814	-	-	-	-	-	-	-	3,404	1,540	497	809	32	420	106	455	202	136	30	15	72	-	22	-	-	22	933
2015	서대문구	합계	85세 이상	2,938	-	-	-	-	-	-	-	1,685	785	242	332	49	243	34	219	128	25	15	-	51	-	-	-	-	-	1,034
2015	서대문구	남자	계	136,814	31,975	6,167	4,593	6,374	2,124	10,514	2,203	94,998	4,760	6,667	31,022	10,046	34,872	7,631	6,493	422	889	1,100	1,397	2,388	297	1,776	237	321	1,218	1,572
2015	서대문구	남자	6~9세	4,077	3,187	3,187	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	890
2015	서대문구	남자	10~14세	5,961	5,960	2,980	2,980	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	서대문구	남자	15~19세	8,282	7,581	-	1,146	4,729	624	1,082	-	636	-	35	601	-	-	-	65	-	4	53	8	-	-	-	-	-	-	-
2015	서대문구	남자	20~24세	12,367	9,690	-	466	1,645	1,167	6,253	159	2,325	3	34	1,464	425	399	-	348	-	14	81	143	110	-	-	-	-	-	4
2015	서대문구	남자	25~29세	12,216	4,161	-	1	-	233	2,761	1,166	7,350	-	10	1,210	1,558	4,299	273	575	-	6	36	232	294	7	130	32	68	30	-
2015	서대문구	남자	30~34세	11,484	682	-	-	-	32	227	423	9,861	-	35	1,644	1,552	5,796	834	693	-	21	33	244	347	48	240	16	49	175	8
2015	서대문구	남자	35~39세	10,830	408	-	-	-	30	123	255	9,530	-	104	2,152	1,479	4,821	974	635	-	8	71	211	306	39	256	48	66	142	1
2015	서대문구	남자	40~44세	11,872	152	-	-	-	29	32	91	10,824	9	176	3,212	1,479	4,481	1,467	607	8	44	80	154	275	46	280	53	7	220	9
2015	서대문구	남자	45~49세	11,627	88	-	-	-	8	29	51	10,799	30	255	3,869	1,207	4,388	1,050	520	-	32	86	112	247	43	211	12	19	180	9
2015	서대문구	남자	50~54세	11,122	38	-	-	-	-	4	34	10,403	231	673	4,234	842	3,389	1,034	443	6	56	97	102	153	29	232	37	56	139	6
2015	서대문구	남자	55~59세	10,784	16	-	-	-	-	1	15	9,950	435	1,064	4,071	840	2,677	863	555	45	86	153	42	174	55	256	38	28	190	7
2015	서대문구	남자	60~64세	7,702	12	-	-	-	1	2	9	7,079	683	1,161	3,004	321	1,555	355	510	95	157	106	38	98	16	69	-	8	61	32
2015	서대문구	남자	65~69세	6,279	-	-	-	-	-	-	-	5,647	852	1,029	2,339	138	1,037	252	519	55	171	127	46	120	-	52	-	20	32	61
2015	서대문구	남자	70~74세	5,480	-	-	-	-	-	-	-	4,870	1,096	964	1,747	85	771	207	480	85	153	103	20	111	8	33	1	-	32	97
2015	서대문구	남자	75~79세	4,012	-	-	-	-	-	-	-	3,520	899	735	898	57	722	209	346	89	62	56	30	103	6	-	-	-	-	146
2015	서대문구	남자	80~84세	1,827	-	-	-	-	-	-	-	1,509	379	279	413	26	333	79	127	18	57	18	15	19	-	17	-	-	17	174
2015	서대문구	남자	85세 이상	892	-	-	-	-	-	-	-	695	143	113	164	37	204	34	70	21	18	-	-	31	-	-	-	-	-	127
2015	서대문구	여자	계	147,865	28,962	6,088	4,023	4,133	1,987	10,256	2,475	107,717	11,825	9,661	34,910	13,547	32,019	5,755	5,048	1,404	799	665	763	1,214	203	1,464	225	272	967	4,674
2015	서대문구	여자	6~9세	4,011	3,202	3,202	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	809
2015	서대문구	여자	10~14세	5,604	5,602	2,886	2,716	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2
2015	서대문구	여자	15~19세	8,922	8,223	-	1,302	4,119	744	2,058	-	650	-	21	629	-	-	-	49	-	2	24	14	9	-	-	-	-	-	-
2015	서대문구	여자	20~24세	14,305	8,833	-	2	8	1,022	7,284	517	5,103	-	8	1,162	1,877	2,047	9	296	-	-	34	182	80	-	73	19	54	-	-
2015	서대문구	여자	25~29세	11,851	1,765	-	-	3	93	594	1,075	9,693	-	20	797	2,290	6,077	509	222	-	8	-	68	126	20	170	28	75	67	1
2015	서대문구	여자	30~34세	11,257	583	-	1	3	28	112	439	10,010	-	50	1,484	1,747	5,580	1,149	347	-	-	1	113	213	20	315	24	12	279	2
2015	서대문구	여자	35~39세	10,473	255	-	1	-	26	58	170	9,800	-	87	2,224	1,995	4,455	1,039	245	-	-	24	108	60	53	173	10	31	132	-
2015	서대문구	여자	40~44세	11,899	236	-	-	-	52	60	124	11,078	20	151	3,751	2,125	4,077	954	339	9	18	63	82	112	55	238	73	31	134	8
2015	서대문구	여자	45~49세	12,266	185	-	-	-	22	55	108	11,596	80	328	5,691	1,291	3,397	809	306	15	29	69	57	108	28	179	21	35	123	-
2015	서대문구	여자	50~54세	11,887	29	-	-	-	-	19	10	11,328	455	1,141	5,564	991	2,559	618	385	35	52	91	46	155	6	145	28	25	92	-
2015	서대문구	여자	55~59세	11,495	43	-	1	-	-	16	26	10,976	919	1,914	5,429	661	1,704	349	405	89	98	89	37	78	14	65	6	-	59	6
2015	서대문구	여자	60~64세	8,806	6	-	-	-	-	-	6	8,163	1,627	1,925	3,249	305	939	118	449	104	145	78	23	99	-	50	16	-	34	138
2015	서대문구	여자	65~69세	7,766	-	-	-	-	-	-	-	6,985	2,329	1,643	2,333	133	458	89	469	184	131	80	19	48	7	29	-	-	29	283
2015	서대문구	여자	70~74세	7,018	-	-	-	-	-	-	-	5,681	2,595	1,193	1,374	66	389	64	590	372	112	68	14	24	-	22	-	9	13	725
2015	서대문구	여자	75~79세	5,272	-	-	-	-	-	-	-	3,769	1,997	833	659	48	211	21	469	305	118	17	-	29	-	-	-	-	-	1,034
2015	서대문구	여자	80~84세	2,987	-	-	-	-	-	-	-	1,895	1,161	218	396	6	87	27	328	184	79	12	-	53	-	5	-	-	5	759
2015	서대문구	여자	85세 이상	2,046	-	-	-	-	-	-	-	990	642	129	168	12	39	-	149	107	7	15	-	20	-	-	-	-	-	907
2015	마포구	합계	계	350,468	67,153	17,698	9,598	11,726	4,067	19,446	4,618	258,146	17,782	16,004	73,880	29,253	99,921	21,306	13,504	1,839	1,636	1,754	3,034	4,400	841	5,031	639	975	3,417	6,634
2015	마포구	합계	6~9세	11,926	9,582	9,582	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	2,344
2015	마포구	합계	10~14세	14,673	14,659	8,116	6,543	-	-	-	-	-	-	-	-	-	-	-	13	-	13	-	-	-	-	-	-	-	-	1
2015	마포구	합계	15~19세	18,248	16,313	-	2,559	9,677	1,369	2,708	-	1,697	-	67	1,630	-	-	-	238	-	22	187	29	-	-	-	-	-	-	-
2015	마포구	합계	20~24세	26,725	17,952	-	495	2,043	2,156	12,870	388	8,160	5	77	3,023	2,499	2,540	16	561	-	18	84	269	190	-	51	18	33	-	1
2015	마포구	합계	25~29세	31,076	5,213	-	-	-	326	3,177	1,710	23,851	-	21	2,459	4,162	16,056	1,153	1,473	-	26	67	539	766	75	538	70	249	219	1
2015	마포구	합계	30~34세	36,659	1,624	-	1	1	90	384	1,148	32,621	-	85	3,672	5,370	19,877	3,617	1,439	-	40	78	534	644	143	960	93	189	678	15
2015	마포구	합계	35~39세	32,977	743	-	-	2	53	103	585	30,019	1	118	5,325	4,742	15,924	3,909	1,389	-	18	131	452	609	179	816	50	106	660	10
2015	마포구	합계	40~44세	33,751	526	-	-	-	40	102	384	31,290	19	391	8,699	4,533	13,722	3,926	1,009	14	44	97	280	384	190	912	118	77	717	14
2015	마포구	합계	45~49세	28,685	315	-	-	-	33	67	215	26,862	217	792	9,814	3,149	10,131	2,759	880	19	69	107	262	334	89	612	94	96	422	16
2015	마포구	합계	50~54세	26,541	104	-	-	1	-	22	81	25,029	869	1,783	9,926	1,905	8,287	2,259	941	57	53	163	206	384	78	453	57	113	283	14
2015	마포구	합계	55~59세	25,288	91	-	-	1	-	9	81	23,910	1,958	3,012	10,202	1,521	5,553	1,664	999	84	241	245	179	211	39	261	45	27	189	27
2015	마포구	합계	60~64세	18,283	28	-	-	1	-	1	26	16,900	2,393	2,900	7,353	710	2,690	854	958	140	232	172	134	260	20	185	35	23	127	212
2015	마포구	합계	65~69세	14,979	3	-	-	-	-	3	-	13,558	3,169	2,641	4,938	238	2,125	447	924	292	226	158	64	161	23	71	16	27	28	423
2015	마포구	합계	70~74세	12,946	-	-	-	-	-	-	-	10,959	3,815	2,041	3,414	115	1,267	307	1,137	480	276	136	41	199	5	65	37	20	8	785
2015	마포구	합계	75~79세	9,418	-	-	-	-	-	-	-	7,506	2,860	1,269	2,039	114	993	231	849	445	177	86	13	128	-	54	-	-	54	1,009
2015	마포구	합계	80~84세	5,153	-	-	-	-	-	-	-	3,853	1,553	584	991	121	482	122	486	212	116	43	28	87	-	31	6	7	18	783
2015	마포구	합계	85세 이상	3,140	-	-	-	-	-	-	-	1,931	923	223	395	74	274	42	208	96	65	-	4	43	-	22	-	8	14	979
2015	마포구	남자	계	167,698	35,692	9,166	5,069	7,079	2,196	10,085	2,097	120,132	5,602	6,136	33,702	12,178	50,938	11,576	7,359	389	861	1,177	1,773	2,750	409	2,567	254	520	1,793	1,948
2015	마포구	남자	6~9세	6,153	4,992	4,992	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,161
2015	마포구	남자	10~14세	7,524	7,515	4,174	3,341	-	-	-	-	-	-	-	-	-	-	-	8	-	8	-	-	-	-	-	-	-	-	1
2015	마포구	남자	15~19세	9,273	8,216	-	1,234	5,034	692	1,256	-	911	-	48	863	-	-	-	146	-	9	121	16	-	-	-	-	-	-	-
2015	마포구	남자	20~24세	12,655	9,721	-	493	2,041	1,157	5,940	90	2,559	5	39	1,577	607	331	-	369	-	13	73	170	113	-	6	6	-	-	-
2015	마포구	남자	25~29세	14,478	3,510	-	-	-	242	2,503	765	9,801	-	13	1,366	1,681	6,404	337	943	-	13	62	340	506	22	224	27	129	68	-
2015	마포구	남자	30~34세	17,818	897	-	1	1	57	262	576	15,580	-	44	1,954	2,342	9,874	1,366	915	-	40	65	342	442	26	419	55	93	271	7
2015	마포구	남자	35~39세	16,095	330	-	-	1	36	69	224	14,610	1	60	2,478	1,791	8,287	1,993	835	-	18	100	254	373	90	320	15	51	254	-
2015	마포구	남자	40~44세	16,960	266	-	-	-	6	20	240	15,633	11	208	3,924	1,936	7,413	2,141	614	14	28	84	148	229	111	439	28	35	376	8
2015	마포구	남자	45~49세	14,208	121	-	-	-	6	24	91	13,225	111	304	4,082	1,586	5,534	1,608	459	-	40	68	107	184	60	387	36	42	309	16
2015	마포구	남자	50~54세	12,704	54	-	-	1	-	4	49	11,858	316	655	3,999	882	4,665	1,341	533	29	24	120	110	198	52	251	15	73	163	8
2015	마포구	남자	55~59세	12,031	54	-	-	-	-	4	50	11,262	704	1,041	4,318	703	3,357	1,139	523	38	152	127	87	104	15	183	7	26	150	9
2015	마포구	남자	60~64세	8,460	13	-	-	1	-	-	12	7,737	907	957	3,205	334	1,634	700	505	48	95	99	92	157	14	116	14	16	86	89
2015	마포구	남자	65~69세	6,578	3	-	-	-	-	3	-	6,008	828	1,032	2,356	108	1,330	354	406	40	106	100	45	101	14	63	8	27	28	98
2015	마포구	남자	70~74세	5,742	-	-	-	-	-	-	-	5,075	1,228	934	1,826	42	782	263	458	80	104	77	35	157	5	58	37	13	8	151
2015	마포구	남자	75~79세	4,121	-	-	-	-	-	-	-	3,560	895	539	1,155	55	712	204	339	96	100	49	13	81	-	48	-	-	48	174
2015	마포구	남자	80~84세	1,933	-	-	-	-	-	-	-	1,601	436	173	445	61	392	94	209	29	69	32	10	69	-	31	6	7	18	92
2015	마포구	남자	85세 이상	965	-	-	-	-	-	-	-	712	160	89	154	50	223	36	97	15	42	-	4	36	-	22	-	8	14	134
2015	마포구	여자	계	182,770	31,461	8,532	4,529	4,647	1,871	9,361	2,521	138,014	12,180	9,868	40,178	17,075	48,983	9,730	6,145	1,450	775	577	1,261	1,650	432	2,464	385	455	1,624	4,686
2015	마포구	여자	6~9세	5,773	4,590	4,590	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,183
2015	마포구	여자	10~14세	7,149	7,144	3,942	3,202	-	-	-	-	-	-	-	-	-	-	-	5	-	5	-	-	-	-	-	-	-	-	-
2015	마포구	여자	15~19세	8,975	8,097	-	1,325	4,643	677	1,452	-	786	-	19	767	-	-	-	92	-	13	66	13	-	-	-	-	-	-	-
2015	마포구	여자	20~24세	14,070	8,231	-	2	2	999	6,930	298	5,601	-	38	1,446	1,892	2,209	16	192	-	5	11	99	77	-	45	12	33	-	1
2015	마포구	여자	25~29세	16,598	1,703	-	-	-	84	674	945	14,050	-	8	1,093	2,481	9,652	816	530	-	13	5	199	260	53	314	43	120	151	1
2015	마포구	여자	30~34세	18,841	727	-	-	-	33	122	572	17,041	-	41	1,718	3,028	10,003	2,251	524	-	-	13	192	202	117	541	38	96	407	8
2015	마포구	여자	35~39세	16,882	413	-	-	1	17	34	361	15,409	-	58	2,847	2,951	7,637	1,916	554	-	-	31	198	236	89	496	35	55	406	10
2015	마포구	여자	40~44세	16,791	260	-	-	-	34	82	144	15,657	8	183	4,775	2,597	6,309	1,785	395	-	16	13	132	155	79	473	90	42	341	6
2015	마포구	여자	45~49세	14,477	194	-	-	-	27	43	124	13,637	106	488	5,732	1,563	4,597	1,151	421	19	29	39	155	150	29	225	58	54	113	-
2015	마포구	여자	50~54세	13,837	50	-	-	-	-	18	32	13,171	553	1,128	5,927	1,023	3,622	918	408	28	29	43	96	186	26	202	42	40	120	6
2015	마포구	여자	55~59세	13,257	37	-	-	1	-	5	31	12,648	1,254	1,971	5,884	818	2,196	525	476	46	89	118	92	107	24	78	38	1	39	18
2015	마포구	여자	60~64세	9,823	15	-	-	-	-	1	14	9,163	1,486	1,943	4,148	376	1,056	154	453	92	137	73	42	103	6	69	21	7	41	123
2015	마포구	여자	65~69세	8,401	-	-	-	-	-	-	-	7,550	2,341	1,609	2,582	130	795	93	518	252	120	58	19	60	9	8	8	-	-	325
2015	마포구	여자	70~74세	7,204	-	-	-	-	-	-	-	5,884	2,587	1,107	1,588	73	485	44	679	400	172	59	6	42	-	7	-	7	-	634
2015	마포구	여자	75~79세	5,297	-	-	-	-	-	-	-	3,946	1,965	730	884	59	281	27	510	349	77	37	-	47	-	6	-	-	6	835
2015	마포구	여자	80~84세	3,220	-	-	-	-	-	-	-	2,252	1,117	411	546	60	90	28	277	183	47	11	18	18	-	-	-	-	-	691
2015	마포구	여자	85세 이상	2,175	-	-	-	-	-	-	-	1,219	763	134	241	24	51	6	111	81	23	-	-	7	-	-	-	-	-	845
2015	양천구	합계	계	438,004	98,507	27,472	18,376	23,164	6,466	19,646	3,383	311,144	19,672	21,787	98,276	38,778	110,297	22,334	15,192	2,105	1,855	2,196	3,355	4,901	780	4,760	511	1,046	3,203	8,401
2015	양천구	합계	6~9세	16,849	13,709	13,709	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	3,140
2015	양천구	합계	10~14세	26,298	26,283	13,763	12,520	-	-	-	-	-	-	-	-	-	-	-	14	-	14	-	-	-	-	-	-	-	-	1
2015	양천구	합계	15~19세	33,308	30,149	-	4,934	19,772	2,167	3,276	-	2,888	-	55	2,833	-	-	-	271	-	38	186	26	21	-	-	-	-	-	-
2015	양천구	합계	20~24세	31,564	21,062	-	917	3,382	3,549	12,888	326	9,763	7	95	3,587	3,411	2,636	27	623	-	29	97	289	208	-	102	46	56	-	14
2015	양천구	합계	25~29세	27,744	4,089	-	1	2	344	2,594	1,148	22,102	1	84	2,900	5,408	12,808	901	1,218	-	6	74	575	550	13	323	27	144	152	12
2015	양천구	합계	30~34세	32,462	1,134	-	-	-	159	276	699	29,250	3	101	4,692	6,364	15,714	2,376	1,452	-	16	224	487	689	36	615	42	108	465	11
2015	양천구	합계	35~39세	32,610	641	-	-	-	93	156	392	29,790	-	230	6,539	6,080	14,002	2,939	1,595	-	62	150	545	621	217	558	58	88	412	26
2015	양천구	합계	40~44세	40,979	663	-	1	-	113	230	319	38,302	25	356	12,165	5,932	15,497	4,327	1,265	24	37	173	369	476	186	743	72	186	485	6
2015	양천구	합계	45~49세	45,264	442	-	-	1	39	144	258	42,579	254	976	14,443	4,888	18,047	3,971	1,343	23	97	168	351	564	140	883	56	145	682	17
2015	양천구	합계	50~54세	41,153	192	-	2	2	1	56	131	39,012	1,066	2,678	15,072	2,926	14,048	3,222	1,324	42	198	202	275	487	120	606	79	126	401	19
2015	양천구	합계	55~59세	36,076	126	-	-	4	1	25	96	34,125	2,335	4,531	14,834	2,076	8,088	2,261	1,365	150	306	278	208	376	47	420	70	56	294	40
2015	양천구	합계	60~64세	25,275	8	-	1	-	-	-	7	23,586	3,164	4,432	9,454	933	4,398	1,205	1,221	288	357	184	74	305	13	246	27	47	172	214
2015	양천구	합계	65~69세	18,251	9	-	-	1	-	1	7	16,628	3,653	3,759	5,816	403	2,348	649	1,059	216	280	170	82	311	-	96	26	30	40	459
2015	양천구	합계	70~74세	12,927	-	-	-	-	-	-	-	10,716	3,486	2,358	3,113	157	1,368	234	1,058	494	173	207	43	133	8	105	8	37	60	1,048
2015	양천구	합계	75~79세	8,708	-	-	-	-	-	-	-	6,777	2,901	1,305	1,625	73	727	146	788	500	139	46	13	90	-	43	-	22	21	1,100
2015	양천구	합계	80~84세	4,980	-	-	-	-	-	-	-	3,555	1,724	537	810	64	366	54	391	219	81	32	7	52	-	13	-	-	13	1,021
2015	양천구	합계	85세 이상	3,556	-	-	-	-	-	-	-	2,071	1,053	290	393	63	250	22	205	149	22	5	11	18	-	7	-	1	6	1,273
2015	양천구	남자	계	216,009	54,542	14,436	10,070	13,931	3,843	10,539	1,723	147,735	5,922	8,910	45,088	16,609	57,433	13,773	8,636	466	1,049	1,375	2,212	3,155	379	2,592	205	508	1,879	2,504
2015	양천구	남자	6~9세	8,724	7,148	7,148	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,576
2015	양천구	남자	10~14세	13,771	13,770	7,288	6,482	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1
2015	양천구	남자	15~19세	17,812	16,118	-	2,669	10,541	1,263	1,645	-	1,566	-	41	1,525	-	-	-	128	-	16	98	14	-	-	-	-	-	-	-
2015	양천구	남자	20~24세	16,502	12,827	-	916	3,382	2,105	6,385	39	3,263	7	67	1,927	857	405	-	393	-	10	84	133	166	-	6	6	-	-	13
2015	양천구	남자	25~29세	13,659	2,946	-	1	2	276	2,095	572	9,672	1	46	1,526	2,300	5,513	286	876	-	-	40	451	378	7	162	7	105	50	3
2015	양천구	남자	30~34세	16,244	626	-	-	-	80	193	353	14,466	3	42	2,454	2,847	8,089	1,031	935	-	8	154	327	440	6	215	21	40	154	2
2015	양천구	남자	35~39세	15,856	308	-	-	-	58	50	200	14,235	-	121	2,998	2,644	7,030	1,442	1,016	-	54	110	348	425	79	272	25	31	216	25
2015	양천구	남자	40~44세	18,984	359	-	-	-	51	86	222	17,451	25	187	5,147	2,331	7,328	2,433	759	24	37	79	266	266	87	411	33	105	273	4
2015	양천구	남자	45~49세	22,127	248	-	-	1	9	65	173	20,625	85	393	5,672	2,195	9,563	2,717	733	8	68	93	196	308	60	516	14	63	439	5
2015	양천구	남자	50~54세	20,751	94	-	1	1	-	9	83	19,488	379	956	6,101	1,483	8,272	2,297	831	-	115	132	180	312	92	328	16	62	250	10
2015	양천구	남자	55~59세	17,593	88	-	-	3	1	10	74	16,402	745	1,779	6,454	1,106	4,609	1,709	779	59	165	168	128	218	41	316	49	34	233	8
2015	양천구	남자	60~64세	12,508	1	-	1	-	-	-	-	11,540	1,000	1,587	4,635	498	2,858	962	678	69	213	124	50	215	7	203	27	17	159	86
2015	양천구	남자	65~69세	9,262	9	-	-	1	-	1	7	8,469	1,142	1,593	3,363	195	1,657	519	628	69	165	102	64	228	-	65	7	24	34	91
2015	양천구	남자	70~74세	6,171	-	-	-	-	-	-	-	5,431	1,154	1,142	1,853	59	1,030	193	457	93	89	138	30	107	-	45	-	14	31	238
2015	양천구	남자	75~79세	3,500	-	-	-	-	-	-	-	2,998	761	618	901	27	583	108	247	92	68	34	7	46	-	33	-	12	21	222
2015	양천구	남자	80~84세	1,629	-	-	-	-	-	-	-	1,369	413	202	380	27	293	54	133	52	27	19	7	28	-	13	-	-	13	114
2015	양천구	남자	85세 이상	916	-	-	-	-	-	-	-	760	207	136	152	40	203	22	43	-	14	-	11	18	-	7	-	1	6	106
2015	양천구	여자	계	221,995	43,965	13,036	8,306	9,233	2,623	9,107	1,660	163,409	13,750	12,877	53,188	22,169	52,864	8,561	6,556	1,639	806	821	1,143	1,746	401	2,168	306	538	1,324	5,897
2015	양천구	여자	6~9세	8,125	6,561	6,561	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	-	1,564
2015	양천구	여자	10~14세	12,527	12,513	6,475	6,038	-	-	-	-	-	-	-	-	-	-	-	14	-	14	-	-	-	-	-	-	-	-	-
2015	양천구	여자	15~19세	15,496	14,031	-	2,265	9,231	904	1,631	-	1,322	-	14	1,308	-	-	-	143	-	22	88	12	21	-	-	-	-	-	-
2015	양천구	여자	20~24세	15,062	8,235	-	1	-	1,444	6,503	287	6,500	-	28	1,660	2,554	2,231	27	230	-	19	13	156	42	-	96	40	56	-	1
2015	양천구	여자	25~29세	14,085	1,143	-	-	-	68	499	576	12,430	-	38	1,374	3,108	7,295	615	342	-	6	34	124	172	6	161	20	39	102	9
2015	양천구	여자	30~34세	16,218	508	-	-	-	79	83	346	14,784	-	59	2,238	3,517	7,625	1,345	517	-	8	70	160	249	30	400	21	68	311	9
2015	양천구	여자	35~39세	16,754	333	-	-	-	35	106	192	15,555	-	109	3,541	3,436	6,972	1,497	579	-	8	40	197	196	138	286	33	57	196	1
2015	양천구	여자	40~44세	21,995	304	-	1	-	62	144	97	20,851	-	169	7,018	3,601	8,169	1,894	506	-	-	94	103	210	99	332	39	81	212	2
2015	양천구	여자	45~49세	23,137	194	-	-	-	30	79	85	21,954	169	583	8,771	2,693	8,484	1,254	610	15	29	75	155	256	80	367	42	82	243	12
2015	양천구	여자	50~54세	20,402	98	-	1	1	1	47	48	19,524	687	1,722	8,971	1,443	5,776	925	493	42	83	70	95	175	28	278	63	64	151	9
2015	양천구	여자	55~59세	18,483	38	-	-	1	-	15	22	17,723	1,590	2,752	8,380	970	3,479	552	586	91	141	110	80	158	6	104	21	22	61	32
2015	양천구	여자	60~64세	12,767	7	-	-	-	-	-	7	12,046	2,164	2,845	4,819	435	1,540	243	543	219	144	60	24	90	6	43	-	30	13	128
2015	양천구	여자	65~69세	8,989	-	-	-	-	-	-	-	8,159	2,511	2,166	2,453	208	691	130	431	147	115	68	18	83	-	31	19	6	6	368
2015	양천구	여자	70~74세	6,756	-	-	-	-	-	-	-	5,285	2,332	1,216	1,260	98	338	41	601	401	84	69	13	26	8	60	8	23	29	810
2015	양천구	여자	75~79세	5,208	-	-	-	-	-	-	-	3,779	2,140	687	724	46	144	38	541	408	71	12	6	44	-	10	-	10	-	878
2015	양천구	여자	80~84세	3,351	-	-	-	-	-	-	-	2,186	1,311	335	430	37	73	-	258	167	54	13	-	24	-	-	-	-	-	907
2015	양천구	여자	85세 이상	2,640	-	-	-	-	-	-	-	1,311	846	154	241	23	47	-	162	149	8	5	-	-	-	-	-	-	-	1,167
