충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,
예천군문화체육센터 양궁장 주차장,"경상북도 예천군 예천읍 양궁장길 38, 주차장",경상북도,없음,00:00,23:59,N,Y,DC콤보,0,2,N,경상북도 예천군 예천읍 양궁장길 38,경상북도 예천군 예천읍 청복리 150,한국자동차환경협회,1661-9408,36.634625,128.468388,2019-06-19,5230000,경상북도 예천군,
예천군보건소,"경상북도 예천군 예천읍 군청길 33, 주차장",경상북도,없음,00:00,23:59,N,Y,"DC콤보, AC3상, DC차데모",0,1,N,경상북도 예천군 예천읍 군청길 33,경상북도 예천군 예천읍 노상리 125-1,한국자동차환경협회,1661-9408,36.657701,128.452980,2019-06-19,5230000,경상북도 예천군,
예천군청(신청사),"경상북도 예천군 예천읍 충효로 111, 민원인주차장",경상북도,없음,00:00,23:59,N,Y,DC콤보,0,2,N,경상북도 예천군 예천읍 충효로 111,경상북도 예천군 예천읍 대심리 353,한국자동차환경협회,1661-9408,36.647016,128.437662,2019-06-19,5230000,경상북도 예천군,
예천군청(신청사),"경상북도 예천군 예천읍 충효로 111, 지하주차장",경상북도,없음,00:00,23:59,Y,N,AC완속,1,0,N,경상북도 예천군 예천읍 충효로 111,경상북도 예천군 예천읍 대심리 353,한국자동차환경협회,1661-9408,36.647016,128.437662,2019-06-19,5230000,경상북도 예천군,
퍼빌무인템(토담),경상북도 예천군 보문면 오암길 20,경상북도,없음,00:00,23:59,N,Y,"DC콤보, AC3상, DC차데모",0,1,N,경상북도 예천군 보문면 오암길 20,경상북도 예천군 보문면 오암리 584-1,한국자동차환경협회,1661-9408,36.665083,128.526955,2019-06-19,5230000,경상북도 예천군,
강남모텔,경상북도 예천군 지보면 지보로 251,경상북도,없음,00:00,23:59,Y,N,AC완속,2,0,N,경상북도 예천군 지보면 지보로 251,경상북도 예천군 지보면 마전리 325-1,지엔텔,1544-4279,36.538193,128.383070,2019-06-19,5230000,경상북도 예천군,
한국전력부안지사,사옥옆지하주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,2,1,N,전라북도 부안군 부안읍 신선길 1,전라북도 부안군 부안읍 선은리 642-4,한전부안지사,063-000-0123,35.738026,126.734224,2019-05-08,4790000,전라북도 부안군,
부안 예술회관,예술회관 주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,1,,N,전라북도 부안군 부안읍 예술회관길 11,전라북도 부안군 부안읍 서외리 455-41,부안 예술회관,063-580-3929,35.724360,126.725546,2019-05-08,4790000,전라북도 부안군,
부안읍사무소,읍사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 부안읍 석정로 182,전라북도 부안군 부안읍 동중리 123-2,부안읍사무소,063-580-3505,35.729822,126.736850,2019-05-08,4790000,전라북도 부안군,
동진면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 동진면 동진로 89,전라북도 부안군 동진면 봉황리 354-3,동진면사무소,063-580-3575,35.749800,126.738808,2019-05-08,4790000,전라북도 부안군,
변산반도국립공원,공원사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,,2,N,전라북도 부안군 변산면 방파제길 11,전라북도 부안군 변산면 격포리 282-8,변산반도국립공원,063-580-7840,35.625973,126.471185,2019-05-08,4790000,전라북도 부안군,
변산 대명리조트,대명리조트 주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,,1,Y,전라북도 부안군 변산면 변산해변로 51,전라북도 부안군 변산면 격포리 257,변산 대명리조트,1588-4888,35.631753,126.470138,2019-05-08,4790000,전라북도 부안군,
변산반도국립공원 내소사,내소사 주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,,2,N,전라북도 부안군 진서면 내소사로 166,전라북도 부안군 진서면 석포리 240,변산반도국립공원 내소사,063-583-7281,35.611613,126.589282,2019-05-08,4790000,전라북도 부안군,
백산면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 백산면 백산로 335,전라북도 부안군 백산면 덕신리 155-3,백산면사무소,063-580-3684,35.710762,126.787401,2019-05-08,4790000,전라북도 부안군,
줄포면보건지소,보건지소 주차장,전라북도,연중무휴,00:00,00:00,Y,Y,멀티,,1,N,전라북도 부안군 줄포면 줄포4길 4,전라북도 부안군 줄포면 줄포리 409-6,줄포면보건지소,063-583-9493,35.590754,126.677139,2019-05-08,4790000,전라북도 부안군,
줄포만갯벌생태공원,생태공원 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 줄포면 생태공원로 170,전라북도 부안군 줄포면 우포리 516-1,줄포만갯벌생태공원,063-580-3171,35.579809,126.666486,2019-05-08,4790000,전라북도 부안군,
상서면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 상서면 부안로 2001,전라북도 부안군 상서면 가오리 478,상서면사무소,063-580-3702,35.686677,126.678023,2019-05-08,4790000,전라북도 부안군,
주산면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 주산면 주산로 8,전라북도 부안군 주산면 갈촌리 357-1,주산면사무소,063-580-3548,35.672141,126.711128,2019-05-08,4790000,전라북도 부안군,
진서면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 진서면 청자로 926,전라북도 부안군 진서면 곰소리 646,진서면사무소,063-580-3663,35.587899,126.605387,2019-05-08,4790000,전라북도 부안군,
행안면사무소,면사무소 주차장,전라북도,연중무휴,00:00,00:00,Y,N,,1,,N,전라북도 부안군 행안면 번영로 33,전라북도 부안군 행안면 신기리 33-1,행안면사무소,063-580-3593,35.726431,126.723872,2019-05-08,4790000,전라북도 부안군,
개화산역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,5,1,Y,서울특별시 강서구 양천로 22  (방화동),서울특별시 강서구 방화동 846,서울특별시시설관리공단,02-2290-6449,37.572362,126.805774,2019-04-30,B553774,서울시설공단,
개화역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 강서구 개화동로8길,서울특별시 강서구 개화동 664,서울특별시시설관리공단,02-2290-6449,37.578556,126.796745,2019-04-30,B553774,서울시설공단,
구파발역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 은평구 진관2로 15-40,서울특별시 은평구 진관동 70-1,서울특별시시설관리공단,02-2290-6449,37.638085,126.919142,2019-04-30,B553774,서울시설공단,
남부여성발전센터주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 금천구 시흥동 산 139-2,서울특별시 금천구 독산로50길 23 (시흥동),서울특별시시설관리공단,02-2290-6449,37.463112,126.905924,2019-04-30,B553774,서울시설공단,
마포유수지주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,6,1,Y,서울특별시 마포구 마포대로1길 9  (마포동),서울특별시 마포구 마포동 36-1,서울특별시시설관리공단,02-2290-6449,37.538790,126.942649,2019-04-30,B553774,서울시설공단,
복정역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 송파구 송파대로 지하 6 (장지동),서울특별시 송파구 장지동 569-21,서울특별시시설관리공단,02-2290-6449,37.471045,127.126758,2019-04-30,B553774,서울시설공단,
세종로주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 종로구 세종로 80-1(지하),서울특별시 종로구 세종대로 지하 189 (세종로),서울특별시시설관리공단,02-2290-6449,37.573386,126.975832,2019-04-30,B553774,서울시설공단,
수락산역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,4,0,Y,,서울특별시 노원구 상계동 1268,서울특별시시설관리공단,02-2290-6449,37.678995,127.055882,2019-04-30,B553774,서울시설공단,
수서역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,4,1,Y,서울특별시 강남구 광평로 지하270 (수서동),서울특별시 강남구 수서동 735,서울특별시시설관리공단,02-2290-6449,37.487944,127.099935,2019-04-30,B553774,서울시설공단,
영등포구청역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,4,0,Y,서울특별시 영등포구 양산로19길 8 (당산동3가),서울특별시 영등포구 당산동3가 370,서울특별시시설관리공단,02-2290-6449,37.524876,126.895153,2019-04-30,B553774,서울시설공단,
용산주차빌딩주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,서울특별시 용산구 한강로2가 12-9,서울특별시 용산구 새창로49길 42 (한강로2가),서울특별시시설관리공단,02-2290-6449,37.534362,126.965377,2019-04-30,B553774,서울시설공단,
잠실역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,6,0,Y,서울특별시 송파구 신천동 29,서울특별시 송파구 올림픽로 300 (신천동),서울특별시시설관리공단,02-2290-6449,37.513103,127.103474,2019-04-30,B553774,서울시설공단,
종묘주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 종로구 종로 157 (훈정동),서울특별시 종로구 훈정동 1-2,서울특별시시설관리공단,02-2290-6449,37.574496,126.994045,2019-04-30,B553774,서울시설공단,
창동역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,4,1,Y,서울특별시 도봉구 마들로11길 20 (창동),서울특별시 도봉구 창동 1-10,서울특별시시설관리공단,02-2290-6449,37.654781,127.050827,2019-04-30,B553774,서울시설공단,
천왕역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 구로구 오리로 지하1154  (오류동),서울특별시 구로구 오류동 174-5,서울특별시시설관리공단,02-2290-6449,37.486600,126.838890,2019-04-30,B553774,서울시설공단,
천호역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,2,0,Y,서울특별시 강동구 천호대로 997,서울특별시 강동구 천호동 455,서울특별시시설관리공단,02-2290-6449,37.578150,126.800082,2019-04-30,B553774,서울시설공단,
학여울역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2,1,Y,서울특별시 강남구 남부순환로 지하3104 (대치동),서울특별시 강남구 대치동 512,서울특별시시설관리공단,02-2290-6449,37.495109,127.069857,2019-04-30,B553774,서울시설공단,
한강진역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,N,Y,,0,1,Y,서울특별시 용산구 이태원로 274  (한남동),서울특별시 용산구 한남동 728-10,서울특별시시설관리공단,02-2290-6449,37.539028,127.002074,2019-04-30,B553774,서울시설공단,
화랑대역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1,0,Y,,서울특별시 중랑구 묵동 28,서울특별시시설관리공단,02-2290-6449,37.619685,127.086636,2019-04-30,B553774,서울시설공단,
삼척시청,시청본관 및 별관사이 주차장,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,2,N,강원도 삼척시 대학로 81,강원도 삼척시 교동 695,한국자동차환경협회,1661-9408,37.4490929,129.1627887,2019-06-26,4240000,강원도 삼척시,
도계읍사무소,주차장,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,강원도 삼척시 도계읍 도계로 308,강원도 삼척시 도계읍 도계리 369-5,한국자동차환경협회,1661-9408,37.236482,129.045279,2019-06-26,4240000,강원도 삼척시,
원덕읍사무소,주차장,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,강원도 삼척시 원덕읍 삼척로 440,강원도 삼척시 원덕읍 호산리 240,한국자동차환경협회,1661-9408,37.1764524,129.3358992,2019-06-26,4240000,강원도 삼척시,
근덕면사무소,주차장,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,강원도 삼척시 근덕면 삼척로 3639,강원도 삼척시 근덕면 교가리 661-1,한국자동차환경협회,1661-9408,37.379213,129.2257541,2019-06-26,4240000,강원도 삼척시,
한국전력공사 삼척지사,지사주차장,강원도,연중무휴,00:00,24:00,N,Y,AC3상+DC차데모+DC콤보,0,1,N,강원도 삼척시 오십천로 559(정상동),강원도 삼척시 정상동 247-3,한국전력공사 삼척지사,033-570-2287,37.434488,129.178077,2019-06-26,4240000,강원도 삼척시,
쏠비치호텔리조트,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 수로부인길453,강원도 삼척시 갈천동 225,한국자동차환경협회,1661-9408,37.4723264,129.1647483,2019-06-26,4240000,강원도 삼척시,
삼척동해태백산림조합,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 새천년도로673,강원도 삼척시 새천년도로673,한국자동차환경협회,1661-9408,37.4621441161,129.1571111006,2019-06-26,4240000,강원도 삼척시,
삼척관광호텔,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 동해대로 4098,강원도 삼척시 동해대로 4098,한국자동차환경협회,1661-9408,37.4462345,129.1796432,2019-06-26,4240000,강원도 삼척시,
씨스포빌,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 근덕면 상맹방길30-80,강원도 삼척시 근덕면 상맹방길30-80,한국자동차환경협회,1661-9408,37.3958724,129.2208250,2019-06-26,4240000,강원도 삼척시,
고원관광휴게소,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 도계읍 강원남부로 634,강원도 삼척시 도계읍 강원남부로 634,한국자동차환경협회,1661-9408,37.1795102,129.0347488,2019-06-26,4240000,강원도 삼척시,
삼척종합운동장1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,"강원도 삼척시 동해대로 4234, 테니스장 옆","강원도 삼척시 동해대로 4234, 테니스장 옆",한국자동차환경협회,1661-9408,37.4558604,129.1741162,2019-06-26,4240000,강원도 삼척시,
삼척종합운동장2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,"강원도 삼척시 동해대로 4234, 테니스장 옆","강원도 삼척시 동해대로 4234, 테니스장 옆",한국자동차환경협회,1661-9408,37.4558604,129.1741162,2019-06-26,4240000,강원도 삼척시,
삼척시평생학습관1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 청석로3길 16-41,강원도 삼척시 청석로3길 16-41,한국자동차환경협회,1661-9408,37.4491275,129.1779459,2019-06-26,4240000,강원도 삼척시,
삼척시평생학습관2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 청석로3길 16-41,강원도 삼척시 청석로3길 16-41,한국자동차환경협회,1661-9408,37.4491275,129.1779459,2019-06-26,4240000,강원도 삼척시,
신기면사무소1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 신기면 신기길 15,강원도 삼척시 신기면 신기길 15,한국자동차환경협회,1661-9408,37.3495379,129.0831242,2019-06-26,4240000,강원도 삼척시,
신기면사무소2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 신기면 신기길 15,강원도 삼척시 신기면 신기길 15,한국자동차환경협회,1661-9408,37.3495379,129.0831242,2019-06-26,4240000,강원도 삼척시,
신기면사무소2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 신기면 신기길 15,강원도 삼척시 신기면 신기길 15,한국자동차환경협회,1661-9408,37.3495379,129.0831242,2019-06-26,4240000,강원도 삼척시,
가곡면 행복문화센터1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 가곡면 가곡천로 1476,강원도 삼척시 가곡면 가곡천로 1476,한국자동차환경협회,1661-9408,37.1500234,129.20595494,2019-06-26,4240000,강원도 삼척시,
가곡면 행복문화센터2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 가곡면 가곡천로 1476,강원도 삼척시 가곡면 가곡천로 1476,한국자동차환경협회,1661-9408,37.1500234,129.20595494,2019-06-26,4240000,강원도 삼척시,
하장면사무소1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 하장면 하장길 118,강원도 삼척시 하장면 하장길 118?,한국자동차환경협회,1661-9408,37.3494402,128.9430366,2019-06-26,4240000,강원도 삼척시,
하장면사무소2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 하장면 하장길 118,강원도 삼척시 하장면 하장길 118?,한국자동차환경협회,1661-9408,37.3494402,128.9430366,2019-06-26,4240000,강원도 삼척시,
노곡면 복지회관1,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 노곡면 미근로 866,강원도 삼척시 노곡면 미근로 866,한국자동차환경협회,1661-9408,37.3486032705,129.1621033944,2019-06-26,4240000,강원도 삼척시,
노곡면 복지회관2,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 노곡면 미근로 866,강원도 삼척시 노곡면 미근로 866,한국자동차환경협회,1661-9408,37.3486032705,129.1621033944,2019-06-26,4240000,강원도 삼척시,
대이동굴관광센터앞 주차장,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,2,N,강원도 삼척시 신기면 환선로 772,강원도 삼척시 신기면 환선로 772,한국자동차환경협회,1661-9408,37.327647,129.0228640,2019-06-26,4240000,강원도 삼척시,
도계종합회관 주차장,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 도계읍 도계로 202,강원도 삼척시 도계읍 도계로 202,한국자동차환경협회,1661-9408,37.2280947,129.0431134,2019-06-26,4240000,강원도 삼척시,
삼척해양레일바이크,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC콤보,0,1,N,강원도 삼척시 근덕면 용화해변길 23,강원도 삼척시 근덕면 용화해변길 23,한국자동차환경협회,1661-9408,37.2897875,129.3042291,2019-06-26,4240000,강원도 삼척시,
원덕읍사무소 임원출장소,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 원덕읍 삼척로 1210,강원도 삼척시 원덕읍 삼척로 1210,한국자동차환경협회,1661-9408,37.2325432,129.3435598928,2019-06-26,4240000,강원도 삼척시,
세계유기농수산 연구교육관,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 원덕읍 산양서원2길 46,강원도 삼척시 원덕읍 산양서원2길 46,한국자동차환경협회,1661-9408,37.1436556,129.2864267,2019-06-26,4240000,강원도 삼척시,
성내12통 공영주차장,주차장,강원도,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0,1,N,강원도 삼척시 당저동1길 17-9,강원도 삼척시 당저동1길 17-9,한국자동차환경협회,,37.4470414,129.1679664,2019-06-26,4240000,강원도 삼척시,
이마트명일점 충전소,이마트 명일점(E구역),서울특별시,"둘째,넷째 일요일",10:00,23:59,N,Y,DC차데모/AC3상,,1,N,서울특별시 강동구 고덕로 276,서울특별시 강동구 명일동 46-4,환경부,1661-9408,37.5546516,127.1557517,2019-06-20,3240000,서울특별시 강동구,
암사1동 공영주차장,지하1층 좌측,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,Y,서울특별시 강동구 고덕로 28길 36,서울특별시 강동구 암사동 산59-2,환경부,1661-9408,37.5527562,127.1379796,2019-06-20,3240000,서울특별시 강동구,
천호3동 제1공영주차장,지하1층 26,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,Y,서울특별시 강동구 진황도로 29길 34,서울특별시 강동구 천호동 167-195,환경부,1661-9408,37.5390879,127.1332521,2019-06-20,3240000,서울특별시 강동구,
천호유수지 공영주차장,입구 좌측 끝,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,Y,서울특별시 강동구 선사로 70,서울특별시 강동구 천호동 329,환경부,1661-9408,37.5447732,127.1218699,2019-06-20,3240000,서울특별시 강동구,
강동송파지사,정문주차장 좌측,서울특별시,없음,06:00,23:00,N,N,DC차데모/AC3상/DC콤보,,1,N,서울특별시 강동구 양재대로 1318,서울특별시 강동구 둔촌동 522-9,한국전력,1899-2100,37.5237544,127.1356819,2019-06-20,3240000,서울특별시 강동구,
명일동 공영주차장,지하3층 주차장 안쪽 전기실 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,2,Y,서울특별시 강동구 구천면로 395,서울특별시 강동구 명일동 312-250,한국전력,02-480-2275,37.5510151,127.1428921,2019-06-20,3240000,서울특별시 강동구,
천호1동 공영주차장,지하1층 주차장 좌측 바로 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,2,Y,서울특별시 강동구 구천면로 42길 60,서울특별시 강동구 천호동 87-26,한국전력,02-480-2275,37.5448022,127.1363138,2019-06-20,3240000,서울특별시 강동구,
현대백화점 천호점,지하5층 주차장 입구 바로 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,3,Y,서울특별시 강동구 천호대로 1005,서울특별시 강동구 천호동 455-8,한국전력,02-480-2275,37.5388007,127.1243716,2019-06-20,3240000,서울특별시 강동구,
홈플러스 강동점,지하1층,서울특별시,"둘째,넷째 일요일",10:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,N,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,한국전력,1899-2100,37.5456582,127.1422439,2019-06-20,3240000,서울특별시 강동구,
강동구청,주차장,서울특별시,없음,00:00,23:59,N,Y,DC콤보,,2,Y,서울특별시 강동구 성내로 25,서울특별시 강동구 성내동 540,환경부,1661-9408,37.5302554,127.1237961,2019-06-20,3240000,서울특별시 강동구,
천호역공영주차장,지하1층 A35구역,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,Y,서울특별시 강동구 천호대로 1015,서울특별시 강동구 천호동 455,서울시,02-290-6201,37.5384618,127.1250941,2019-06-20,3240000,서울특별시 강동구,
성내사옥,주차장,서울특별시,없음,09:00,18:00,N,Y,DC차데모/DC콤보,,1,N,서울특별시 강동구 천호대로 1096,서울특별시 강동구 성내2동 192-3,현대자동차,,37.5351932,127.1332123,2019-06-20,3240000,서울특별시 강동구,
삼성글로벌엔지니어링,지하4층 B12구역,서울특별시,없음,06:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1,N,서울특별시 강동구 상일로6길 26,서울특별시 강동구 상일동 500,에버온,1661-7766,37.5488618,127.1753808,2019-06-20,3240000,서울특별시 강동구,
천호역공영주차장,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,3,,Y,서울특별시 강동구 천호대로 997,서울특별시 강동구 천호동 455,한국전기차충전서비스,1522-1782,37.53934079,127.1233007,2019-06-20,3240000,서울특별시 강동구,
강동구청,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 성내로 25,서울특별시 강동구 성내동 540,한국전기차충전서비스,1522-1782,37.5302554,127.1237961,2019-06-20,3240000,서울특별시 강동구,
암사동선사유적지,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 올림픽로 875,서울특별시 강동구 암사동 139-2,한국전기차충전서비스,1522-1782,37.5605739,127.1308674,2019-06-20,3240000,서울특별시 강동구,
강동수도사업소,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 성내로 51,서울특별시 강동구 성내동 541-4,한국전기차충전서비스,1522-1782,37.5291289,127.1262112,2019-06-20,3240000,서울특별시 강동구,
서울시 LGBESTSHOP(천호점),주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 천호대로 1060,서울특별시 강동구 성내동 19-27,포스코ICT,1600-4047,37.5362586,127.1293438,2019-06-20,3240000,서울특별시 강동구,
서울시 이마트(명일점),본관B2층 E구역,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 고덕로 276,서울특별시 강동구 명일동 46-4,포스코ICT,1600-4047,37.5546516,127.1557517,2019-06-20,3240000,서울특별시 강동구,
서울시 상수도사업본부 암사 아리수정수센터,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 아리수로 131,서울특별시 강동구 암사동 3,포스코ICT,1600-4047,37.5634189,127.1413985,2019-06-20,3240000,서울특별시 강동구,
서울시 강동구 강동소방서,주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,2,,N,서울특별시 강동구 성내로 39,서울특별시 강동구 성내동 541,포스코ICT,1600-4047,37.5293802,127.1251007,2019-06-20,3240000,서울특별시 강동구,
성내사옥,주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1,,N,서울특별시 강동구 천호대로 1096,서울특별시 강동구 성내2동 192-3,현대자동차,,37.5351932,127.1332123,2019-06-20,3240000,서울특별시 강동구,
한국보훈복지의료공단 중앙보훈병원,주차장벽면,서울특별시,없음,00:00,23:59,Y,N,AC완속,10,,N,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,지엔텔,1544-4279,37.528778,127.1476066,2019-06-20,3240000,서울특별시 강동구,
강동구청 고덕1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,지엔텔,1544-4279,37.5456582,127.1422439,2019-06-20,3240000,서울특별시 강동구,
강동구청 길동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 명일로 229-1,서울특별시 강동구 길동 103-1,지엔텔,1544-4279,37.5391766,127.1461768,2019-06-20,3240000,서울특별시 강동구,
강동구청 명일1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 양재대로 138길 37,서울특별시 강동구 명일동 327-5,지엔텔,1544-4279,37.5497246,127.1459682,2019-06-20,3240000,서울특별시 강동구,
강동구청 성내2동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 풍성로 37가길 62,서울특별시 강동구 성내동 508,지엔텔,1544-4279,37.5323918,127.1295279,2019-06-20,3240000,서울특별시 강동구,
강동구청 성내3동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1,,N,서울특별시 강동구 강동대로 53길 76,서울특별시 강동구 성내동 430-29,지엔텔,1544-4279,37.5260027,127.1328729,2019-06-20,3240000,서울특별시 강동구,
강동보건소,본관후면지상주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1,,N,서울특별시 강동구 성내로 45,서울특별시 강동구 성내동 541-2,지엔텔,1544-4279,37.5293701,127.1255567,2019-06-20,3240000,서울특별시 강동구,
