,행정동,충전소명,충전소위치상세,설치시도명,휴점일,이용가능시작시각,이용가능종료시각,완속충전가능여부,급속충전가능여부,급속충전타입구분,완속충전기대수,급속충전기대수,주차료부과여부,소재지도로명주소,소재지지번주소,관리업체명,관리업체전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 21,0
169,구의3동,구의3동주민센터,주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC3상,1.0,0.0,N,서울특별시 광진구 강변역로 17 지하1층 주차장,,포스코ICT,1600-4047,37.538066,127.089692,2019-02-28,3040000,서울특별시 광진구,,
170,구의2동,구의2동주민센터,주차장,서울특별시,연중무휴,09:00,18:00,Y,N,AC3상,1.0,0.0,N,서울특별시 광진구 천호대로 136길 55 지하1층주차장,,포스코ICT,1600-4047,37.547202,127.087722,2019-02-28,3040000,서울특별시 광진구,,
171,광장동,광장동주민센터,주차장,서울특별시,연중무휴,00:00,24:00,Y,N,AC3상,1.0,0.0,N,서울특별시 광진구 광장로 52 주차장,,포스코ICT,1600-4047,37.546804,127.100931,2019-02-28,3040000,서울특별시 광진구,,
172,능동,능동주민센터,주차장,서울특별시,연중무휴,00:00,24:00,Y,N,AC3상,1.0,0.0,N,서울특별시 광진구 천호대로 112길 55 주차장,,포스코ICT,1600-4047,37.553717,127.078343,2019-02-28,3040000,서울특별시 광진구,,
173,장충동,그랜드앰배서더 서울,주차장 내,서울특별시,연중무휴,00:00,24:00,N,Y,DC차데모+AC3상+DC콤보,0.0,1.0,N,서울특별시 중구 동호로 287,서울특별시 중구 장충동2가 186-54,환경부(한국자동차환경협회),1661-9408,37.560133,127.00231,2018-08-24,3010000,서울특별시 중구,,
174,구로제2동,롯데마트 구로점,롯데마트 구로점 지상주차장 5층,서울특별시,"매월 2,4주 일요일",10:00,00:00,N,Y,DC차 데모+AC 3상,0.0,1.0,N,서울특별시 구로구 경인로 482,서울특별시 구로구 구로동 636-89,환경부(한국자동차환경협회),02-1661-9408,37.498304,126.872754,2019-02-22,3160000,서울특별시 구로구,,
175,구로제2동,구로구청,구로구청 광장 공영주차장,서울특별시,연중무휴,00:00,00:00,Y,Y,DC차 데모+AC 3상+DC콤보,9.0,1.0,N,서울특별시 구로구 가마산로 245,서울특별시 구로구 구로동 435번지,한국전력공사,02-860-3303,37.49547000000001,126.887699,2019-02-22,3160000,서울특별시 구로구,,
176,오류제2동,천왕역,천왕역 환승주차장 1층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상,0.0,1.0,Y,,서울특별시 구로구 오류동 174-10,환경부(한국자동차환경협회),02-1661-9408,37.487258,126.839174,2019-02-22,3160000,서울특별시 구로구,,
177,구로제4동,구로리공원,구로리공원 전화부스,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,0.0,1.0,N,서울특별시 구로구 구로중앙로 17,서울특별시 구로구 구로4동 142-62,환경부(한국자동차환경협회),02-1661-9408,37.491605,126.891558,2019-02-22,3160000,서울특별시 구로구,,
178,고척제2동,고척근린공원,고척근린공원 공영주차장 지하2층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,0.0,1.0,N,서울특별시 구로구 고척로45길 39,서울특별시 구로구 고척동 164-12,한국전력공사,02-839-4875,37.502972,126.852798,2019-02-22,3160000,서울특별시 구로구,,
179,구로제4동,구로4동 공영주차장,구로4동 공영주차장 지상1층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,0.0,1.0,N,서울특별시 구로구 구로동로 26길 54,서울특별시 구로구 구로동 741-27,한국전력공사,02-839-4875,37.489868,126.887247,2019-02-22,3160000,서울특별시 구로구,,
180,신도림동,홈프러스 신도림점,홈프러스 신도림점 주차장 지하2층,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,0.0,1.0,N,서울특별시 구로구 경인로 661,서울특별시 구로구 경인로 661,환경부(한국자동차환경협회),02-1661-9408,37.5096,126.887726,2019-02-22,3160000,서울특별시 구로구,,
181,고척제1동,고척스카이돔,지하주차장 옆 비상도로,서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,0.0,3.0,N,서울특별시 구로구 경인로 430,서울특별시 구로구 경인로 430,한국전력공사,02-878-8385,37.498381,126.867165,2019-02-22,3160000,서울특별시 구로구,,
182,구로제5동,신도림테크노마트,"지하5층 578,579기둥",서울특별시,연중무휴,00:00,00:00,N,Y,DC차 데모+AC 3상+DC콤보,3.0,2.0,Y,서울특별시 구로구 새말로 97,서울특별시 구로구 새말로 97,지엔텔,02-1544-4279,37.302489,126.532525,2019-02-22,3160000,서울특별시 구로구,,
183,사당제2동,동작주차공원,서울특별시 동작구 현충로 213 동작주차공원,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 동작구 현충로 213 동작주차공원,,한국환경공단,032-590-4000,37.503893,126.977654,2019-05-02,3190000,서울특별시 동작구,,
184,대방동,현대자동차㈜남부서비스센터,서울특별시 동작구 노량진로 53 현대자동차(주)남부서비스센터,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,N,서울특별시 동작구 노량진로 53 현대자동차(주)남부서비스센터,,한국환경공단,032-590-4000,37.514007,126.934466,2019-05-02,3190000,서울특별시 동작구,,
185,노량진제2동,동작구청,서울특별시 동작구 장승배기로 161 쌈지공원앞,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 동작구 장승배기로 161 쌈지공원앞,,한국환경공단,032-590-4000,37.51232460000001,126.939411,2019-05-02,3190000,서울특별시 동작구,,
186,대방동,서울시 여성가족재단,서울특별시 동작구 여의대방로 54길 18,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 동작구 여의대방로 54길 18,,한국환경공단,032-590-4000,37.5115519,126.9271787,2019-05-02,3190000,서울특별시 동작구,,
187,흑석동,중앙대학교병원 다정관 주차장,서울특별시 동작구 흑석로 102 다정관 뒤편,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 동작구 흑석로 102 다정관 뒤편,,한국환경공단,032-590-4000,37.5069754,126.9605231,2019-05-02,3190000,서울특별시 동작구,,
188,상도제1동,숭실대학교 학생회관,서울특별시 동작구 상도로 369,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 동작구 상도로 369,,한국환경공단,032-590-4000,37.49634620000001,126.9568865,2019-05-02,3190000,서울특별시 동작구,,
189,방화제2동,개화산역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,5.0,1.0,Y,서울특별시 강서구 양천로 22  (방화동),서울특별시 강서구 방화동 846,서울특별시시설관리공단,02-2290-6449,37.572362,126.805774,2019-04-30,B553774,서울시설공단,,
190,방화제2동,개화역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1.0,0.0,Y,서울특별시 강서구 개화동로8길,서울특별시 강서구 개화동 664,서울특별시시설관리공단,02-2290-6449,37.578556,126.796745,2019-04-30,B553774,서울시설공단,,
191,진관동,구파발역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 은평구 진관2로 15-40,서울특별시 은평구 진관동 70-1,서울특별시시설관리공단,02-2290-6449,37.638085,126.919142,2019-04-30,B553774,서울시설공단,,
192,시흥제1동,남부여성발전센터주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1.0,0.0,Y,서울특별시 금천구 시흥동 산 139-2,서울특별시 금천구 독산로50길 23 (시흥동),서울특별시시설관리공단,02-2290-6449,37.463112,126.905924,2019-04-30,B553774,서울시설공단,,
193,용강동,마포유수지주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,6.0,1.0,Y,서울특별시 마포구 마포대로1길 9  (마포동),서울특별시 마포구 마포동 36-1,서울특별시시설관리공단,02-2290-6449,37.53879000000001,126.942649,2019-04-30,B553774,서울시설공단,,
194,위례동,복정역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 송파구 송파대로 지하 6 (장지동),서울특별시 송파구 장지동 569-21,서울특별시시설관리공단,02-2290-6449,37.471045,127.126758,2019-04-30,B553774,서울시설공단,,
195,사직동,세종로주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 종로구 세종로 80-1(지하),서울특별시 종로구 세종대로 지하 189 (세종로),서울특별시시설관리공단,02-2290-6449,37.573386,126.975832,2019-04-30,B553774,서울시설공단,,
196,상계1동,수락산역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,4.0,0.0,Y,,서울특별시 노원구 상계동 1268,서울특별시시설관리공단,02-2290-6449,37.678995,127.055882,2019-04-30,B553774,서울시설공단,,
197,수서동,수서역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,4.0,1.0,Y,서울특별시 강남구 광평로 지하270 (수서동),서울특별시 강남구 수서동 735,서울특별시시설관리공단,02-2290-6449,37.487944,127.09993500000002,2019-04-30,B553774,서울시설공단,,
198,당산제1동,영등포구청역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,4.0,0.0,Y,서울특별시 영등포구 양산로19길 8 (당산동3가),서울특별시 영등포구 당산동3가 370,서울특별시시설관리공단,02-2290-6449,37.524876,126.895153,2019-04-30,B553774,서울시설공단,,
199,한강로동,용산주차빌딩주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1.0,0.0,Y,서울특별시 용산구 한강로2가 12-9,서울특별시 용산구 새창로49길 42 (한강로2가),서울특별시시설관리공단,02-2290-6449,37.534362,126.965377,2019-04-30,B553774,서울시설공단,,
200,잠실6동,잠실역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,6.0,0.0,Y,서울특별시 송파구 신천동 29,서울특별시 송파구 올림픽로 300 (신천동),서울특별시시설관리공단,02-2290-6449,37.513103,127.103474,2019-04-30,B553774,서울시설공단,,
201,종로1·2·3·4가동,종묘주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 종로구 종로 157 (훈정동),서울특별시 종로구 훈정동 1-2,서울특별시시설관리공단,02-2290-6449,37.574496,126.994045,2019-04-30,B553774,서울시설공단,,
202,창4동,창동역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,4.0,1.0,Y,서울특별시 도봉구 마들로11길 20 (창동),서울특별시 도봉구 창동 1-10,서울특별시시설관리공단,02-2290-6449,37.654781,127.050827,2019-04-30,B553774,서울시설공단,,
203,오류제2동,천왕역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 구로구 오리로 지하1154  (오류동),서울특별시 구로구 오류동 174-5,서울특별시시설관리공단,02-2290-6449,37.4866,126.83889,2019-04-30,B553774,서울시설공단,,
204,천호제2동,천호역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,2.0,0.0,Y,서울특별시 강동구 천호대로 997,서울특별시 강동구 천호동 455,서울특별시시설관리공단,02-2290-6449,37.57815,126.800082,2019-04-30,B553774,서울시설공단,,
205,대치2동,학여울역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,Y,,2.0,1.0,Y,서울특별시 강남구 남부순환로 지하3104 (대치동),서울특별시 강남구 대치동 512,서울특별시시설관리공단,02-2290-6449,37.495109,127.069857,2019-04-30,B553774,서울시설공단,,
206,한남동,한강진역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,N,Y,,0.0,1.0,Y,서울특별시 용산구 이태원로 274  (한남동),서울특별시 용산구 한남동 728-10,서울특별시시설관리공단,02-2290-6449,37.539028,127.002074,2019-04-30,B553774,서울시설공단,,
207,묵제1동,화랑대역주차장,주차장 내부,서울특별시,연중무휴,00:00,23:59,Y,N,,1.0,0.0,Y,,서울특별시 중랑구 묵동 28,서울특별시시설관리공단,02-2290-6449,37.619685,127.086636,2019-04-30,B553774,서울시설공단,,
208,명일제2동,이마트명일점 충전소,이마트 명일점(E구역),서울특별시,"둘째,넷째 일요일",10:00,23:59,N,Y,DC차데모/AC3상,,1.0,N,서울특별시 강동구 고덕로 276,서울특별시 강동구 명일동 46-4,환경부,1661-9408,37.5546516,127.1557517,2019-06-20,3240000,서울특별시 강동구,,
209,암사제1동,암사1동 공영주차장,지하1층 좌측,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,Y,서울특별시 강동구 고덕로 28길 36,서울특별시 강동구 암사동 산59-2,환경부,1661-9408,37.55275620000001,127.13797959999998,2019-06-20,3240000,서울특별시 강동구,,
210,천호제3동,천호3동 제1공영주차장,지하1층 26,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,Y,서울특별시 강동구 진황도로 29길 34,서울특별시 강동구 천호동 167-195,환경부,1661-9408,37.5390879,127.1332521,2019-06-20,3240000,서울특별시 강동구,,
211,천호제2동,천호유수지 공영주차장,입구 좌측 끝,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,Y,서울특별시 강동구 선사로 70,서울특별시 강동구 천호동 329,환경부,1661-9408,37.5447732,127.1218699,2019-06-20,3240000,서울특별시 강동구,,
212,둔촌제1동,강동송파지사,정문주차장 좌측,서울특별시,없음,06:00,23:00,N,N,DC차데모/AC3상/DC콤보,,1.0,N,서울특별시 강동구 양재대로 1318,서울특별시 강동구 둔촌동 522-9,한국전력,1899-2100,37.5237544,127.1356819,2019-06-20,3240000,서울특별시 강동구,,
213,명일제1동,명일동 공영주차장,지하3층 주차장 안쪽 전기실 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,2.0,Y,서울특별시 강동구 구천면로 395,서울특별시 강동구 명일동 312-250,한국전력,02-480-2275,37.5510151,127.14289209999998,2019-06-20,3240000,서울특별시 강동구,,
214,천호제1동,천호1동 공영주차장,지하1층 주차장 좌측 바로 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,2.0,Y,서울특별시 강동구 구천면로 42길 60,서울특별시 강동구 천호동 87-26,한국전력,02-480-2275,37.54480220000001,127.1363138,2019-06-20,3240000,서울특별시 강동구,,
215,천호제2동,현대백화점 천호점,지하5층 주차장 입구 바로 앞,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,3.0,Y,서울특별시 강동구 천호대로 1005,서울특별시 강동구 천호동 455-8,한국전력,02-480-2275,37.5388007,127.1243716,2019-06-20,3240000,서울특별시 강동구,,
216,천호제1동,홈플러스 강동점,지하1층,서울특별시,"둘째,넷째 일요일",10:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,N,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,한국전력,1899-2100,37.54565820000001,127.1422439,2019-06-20,3240000,서울특별시 강동구,,
217,성내제1동,강동구청,주차장,서울특별시,없음,00:00,23:59,N,Y,DC콤보,,2.0,Y,서울특별시 강동구 성내로 25,서울특별시 강동구 성내동 540,환경부,1661-9408,37.5302554,127.1237961,2019-06-20,3240000,서울특별시 강동구,,
218,천호제2동,천호역공영주차장,지하1층 A35구역,서울특별시,없음,00:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,Y,서울특별시 강동구 천호대로 1015,서울특별시 강동구 천호동 455,서울시,02-290-6201,37.53846179999999,127.12509409999998,2019-06-20,3240000,서울특별시 강동구,,
219,성내제2동,성내사옥,주차장,서울특별시,없음,09:00,18:00,N,Y,DC차데모/DC콤보,,1.0,N,서울특별시 강동구 천호대로 1096,서울특별시 강동구 성내2동 192-3,현대자동차,,37.5351932,127.1332123,2019-06-20,3240000,서울특별시 강동구,,
220,강일동,삼성글로벌엔지니어링,지하4층 B12구역,서울특별시,없음,06:00,23:59,N,Y,DC차데모/AC3상/DC콤보,,1.0,N,서울특별시 강동구 상일로6길 26,서울특별시 강동구 상일동 500,에버온,1661-7766,37.5488618,127.1753808,2019-06-20,3240000,서울특별시 강동구,,
221,천호제2동,천호역공영주차장,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,3.0,,Y,서울특별시 강동구 천호대로 997,서울특별시 강동구 천호동 455,한국전기차충전서비스,1522-1782,37.53934079,127.1233007,2019-06-20,3240000,서울특별시 강동구,,
222,성내제1동,강동구청,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 성내로 25,서울특별시 강동구 성내동 540,한국전기차충전서비스,1522-1782,37.5302554,127.1237961,2019-06-20,3240000,서울특별시 강동구,,
223,암사제2동,암사동선사유적지,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 올림픽로 875,서울특별시 강동구 암사동 139-2,한국전기차충전서비스,1522-1782,37.5605739,127.1308674,2019-06-20,3240000,서울특별시 강동구,,
224,성내제1동,강동수도사업소,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 성내로 51,서울특별시 강동구 성내동 541-4,한국전기차충전서비스,1522-1782,37.5291289,127.1262112,2019-06-20,3240000,서울특별시 강동구,,
225,성내제2동,서울시 LGBESTSHOP(천호점),주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 천호대로 1060,서울특별시 강동구 성내동 19-27,포스코ICT,1600-4047,37.5362586,127.12934380000002,2019-06-20,3240000,서울특별시 강동구,,
226,명일제2동,서울시 이마트(명일점),본관B2층 E구역,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 고덕로 276,서울특별시 강동구 명일동 46-4,포스코ICT,1600-4047,37.5546516,127.1557517,2019-06-20,3240000,서울특별시 강동구,,
227,암사제3동,서울시 상수도사업본부 암사 아리수정수센터,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 아리수로 131,서울특별시 강동구 암사동 3,포스코ICT,1600-4047,37.5634189,127.1413985,2019-06-20,3240000,서울특별시 강동구,,
228,성내제1동,서울시 강동구 강동소방서,주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,2.0,,N,서울특별시 강동구 성내로 39,서울특별시 강동구 성내동 541,포스코ICT,1600-4047,37.52938020000001,127.1251007,2019-06-20,3240000,서울특별시 강동구,,
229,성내제2동,성내사옥,주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1.0,,N,서울특별시 강동구 천호대로 1096,서울특별시 강동구 성내2동 192-3,현대자동차,,37.5351932,127.1332123,2019-06-20,3240000,서울특별시 강동구,,
230,둔촌제2동,한국보훈복지의료공단 중앙보훈병원,주차장벽면,서울특별시,없음,00:00,23:59,Y,N,AC완속,10.0,,N,서울특별시 강동구 진황도로 61길 53,서울특별시 강동구 둔촌동 6-2,지엔텔,1544-4279,37.528778,127.1476066,2019-06-20,3240000,서울특별시 강동구,,
231,천호제1동,강동구청 고덕1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 양재대로 1571,서울특별시 강동구 천호동 42,지엔텔,1544-4279,37.54565820000001,127.1422439,2019-06-20,3240000,서울특별시 강동구,,
232,길동,강동구청 길동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 명일로 229-1,서울특별시 강동구 길동 103-1,지엔텔,1544-4279,37.5391766,127.1461768,2019-06-20,3240000,서울특별시 강동구,,
233,명일제1동,강동구청 명일1동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 양재대로 138길 37,서울특별시 강동구 명일동 327-5,지엔텔,1544-4279,37.54972460000001,127.1459682,2019-06-20,3240000,서울특별시 강동구,,
234,성내제2동,강동구청 성내2동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 풍성로 37가길 62,서울특별시 강동구 성내동 508,지엔텔,1544-4279,37.53239179999999,127.1295279,2019-06-20,3240000,서울특별시 강동구,,
235,성내제3동,강동구청 성내3동주민센타,주차장,서울특별시,없음,00:00,23:59,Y,N,AC완속,1.0,,N,서울특별시 강동구 강동대로 53길 76,서울특별시 강동구 성내동 430-29,지엔텔,1544-4279,37.5260027,127.1328729,2019-06-20,3240000,서울특별시 강동구,,
236,성내제1동,강동보건소,본관후면지상주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1.0,,N,서울특별시 강동구 성내로 45,서울특별시 강동구 성내동 541-2,지엔텔,1544-4279,37.5293701,127.1255567,2019-06-20,3240000,서울특별시 강동구,,
237,상일동,강동구청상일동주민센터,지하1층주차장,서울특별시,없음,09:00,18:00,Y,N,AC완속,1.0,,N,서울특별시 강동구 구천면로 633,서울특별시 강동구 상일동 513-2,지엔텔,1544-4279,37.55058375,127.1683004,2019-06-20,3240000,서울특별시 강동구,,
238,강일동,삼성글로벌엔지니어링,지하4층 B12구역,서울특별시,없음,06:00,23:59,N,Y,DC차데모/DC콤보,,2.0,N,서울특별시 강동구 상일로6길 26,서울특별시 강동구 상일동 500,에버온,1661-7766,37.5488618,127.1753808,2019-06-20,3240000,서울특별시 강동구,,
239,신내2동,중랑구청,중랑구청 지하주차장,서울특별시,"매주 토,일",09:00,18:00,Y,N,,2.0,0.0,Y,서울특별시 중랑구 봉화산로 179,서울특별시 중랑구 신내동 662,중랑구청 총무과,02-2094-0323,37.606568,127.092624,2018-10-08,3060000,서울특별시 중랑구,,
240,삼양동,롯데마트(삼양점),주차장 3층(북쪽),서울특별시,매월2/4주일요일,10:00,23:59,N,Y,DC차데모+AC3상,,1.0,N,"서울특별시 강북구 삼양로 247, 롯데마트",서울특별시 강북구 미아동 1359 롯데마트,시그넷시스템,031-909-8123,37.625454,127.0177185,2019-05-21,3080000,서울특별시 강북구,,
241,삼양동,삼양동주민센터,강북구 삼양로 268,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로 268,서울특별시 강북구 미아동 791-350,㈜포스코ICT,1600-4047,37.6273084,127.0183501,2019-05-21,3080000,서울특별시 강북구,,
242,미아동,미아동주민센터,강북구 솔매로49길 14,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 솔매로49길 14,서울특별시 강북구 미아동 197-1,㈜포스코ICT,1600-4047,37.62697670000001,127.026935,2019-05-21,3080000,서울특별시 강북구,,
243,송중동,송중동주민센터,강북구 오패산로 162,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 오패산로 162,서울특별시 강북구 미아동 87-141,㈜포스코ICT,1600-4047,37.6160871,127.03377009999998,2019-05-21,3080000,서울특별시 강북구,,
244,송천동,송천동주민센터,강북구 솔샘로 284,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 솔샘로 284,서울특별시 강북구 미아동 860-56,㈜포스코ICT,1600-4047,37.6182561,127.0238374,2019-05-21,3080000,서울특별시 강북구,,
245,삼각산동,삼각산동주민센터,강북구 삼양로19길 34,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로19길 34,서울특별시 강북구 미아동 813-3,㈜포스코ICT,1600-4047,37.6151481261,127.02074086299999,2019-05-21,3080000,서울특별시 강북구,,
246,번1동,번1동주민센터,강북구 덕릉로41길 74,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 덕릉로41길 74,서울특별시 강북구 번동 417-11,㈜포스코ICT,1600-4047,37.6378543,127.0288406,2019-05-21,3080000,서울특별시 강북구,,
247,번2동,번2동주민센터,강북구 한천로 897,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로 897,서울특별시 강북구 번동 232,㈜포스코ICT,1600-4047,37.6321857,127.0388254,2019-05-21,3080000,서울특별시 강북구,,
248,번3동,번3동주민센터,강북구 한천로105길 21,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로105길 21,서울특별시 강북구 번동 242-3,㈜포스코ICT,1600-4047,37.625792,127.04661000000002,2019-05-21,3080000,서울특별시 강북구,,
249,수유1동,수유1동주민센터,강북구 삼양로 299,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로 299,서울특별시 강북구 수유동 605-412,㈜포스코ICT,1600-4047,37.6300042,127.017532,2019-05-21,3080000,서울특별시 강북구,,
250,수유2동,수유2동주민센터,강북구 한천로 1117,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 한천로 1117,서울특별시 강북구 수유동 730-1,㈜포스코ICT,1600-4047,37.6446412,127.0198757,2019-05-21,3080000,서울특별시 강북구,,
251,수유3동,수유3동주민센터,강북구 노해로 36,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 노해로 36,서울특별시 강북구 수유동 223-8,㈜포스코ICT,1600-4047,37.6386976,127.0231273,2019-05-21,3080000,서울특별시 강북구,,
252,우이동,우이동주민센터,강북구 삼양로139길 49,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 삼양로139길 49,서울특별시 강북구 수유동 568-100,㈜포스코ICT,1600-4047,37.6479299,127.0119518,2019-05-21,3080000,서울특별시 강북구,,
253,인수동,인수동주민센터,강북구 인수봉로 255,서울특별시,매주 토/일요일 공휴일,09:00,18:00,Y,N,,1.0,,N,서울특별시 강북구 인수봉로 255,서울특별시 강북구 수유동 527-19,㈜포스코ICT,1600-4047,37.6414749,127.0105828,2019-05-21,3080000,서울특별시 강북구,,
254,인수동,가오리 공영주차장,강북구 삼양로107길 30,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 349-3,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,,
255,송천동,냉천길 공영주차장,강북구 삼양로 230-12,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,,
256,미아동,미아동 공영주차장,강북구 도봉로61길 46,서울특별시,없음,23:59,23:59,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 도봉로61길 46,서울특별시 강북구 미아동 222-100,한국자동차환경협회,1661-9408,37.62851989999999,127.0223312,2019-05-21,3080000,서울특별시 강북구,,
257,송천동,번동햇살 공영주차장,강북구 오현로21길 84,서울특별시,없음,10:00,19:00,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로 230-12,서울특별시 강북구 미아동 756-1,한국자동차환경협회,1661-9408,37.6239348,127.0195365,2019-05-21,3080000,서울특별시 강북구,,
258,인수동,수유마을시장 공영주차장,강북구 도봉로69길 29,서울특별시,없음,07:00,22:00,N,Y,DC차데모+AC3상+DC콤보,,1.0,Y,서울특별시 강북구 삼양로107길 30,서울특별시 강북구 수유동 55-29,한국자동차환경협회,1661-9408,37.6415261,127.0149509,2019-05-21,3080000,서울특별시 강북구,,
