주차장관리번호,주차장명,주차장구분,주차장유형,소재지도로명주소,소재지지번주소,주차구획수,급지구분,부제시행구분,운영요일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,요금정보,주차기본시간,주차기본요금,추가단위시간,추가단위요금,1일주차권요금적용시간,1일주차권요금,월정기권요금,결제방법,특기사항,관리기관명,전화번호,위도,경도,데이터기준일자,제공기관코드,제공기관명,Unnamed: 33
100-1-000026,태화관앞,공영,노상,서울특별시 종로구 인사동 194-39,서울특별시 종로구 인사동194-39,16,1,미시행,평일+토요일,10:00,22:00,09:00,17:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,카드+현금,-1,서울특별시 종로구청,-1,37.5723302441,126.9848585149,2019-01-15,3000000,서울특별시 종로구,-1.0
100-1-000039,평창동,공영,노상,서울특별시 종로구 평창동 114-3 인근,서울특별시 종로구 평창동 114-3 인근,10,3,미시행,평일+토요일+공휴일,10:00,20:00,10:00,20:00,10:00,20:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,카드+현금,-1,서울특별시 종로구청,-1,37.6106392118,126.9772715975,2019-01-15,3000000,서울특별시 종로구,-1.0
100-1-000040,평창동 460-3,공영,노상,서울특별시 종로구 평창동 460-3,서울특별시 종로구 평창동 460-3,9,3,미시행,평일+토요일+공휴일,10:00,20:00,10:00,20:00,10:00,20:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,카드+현금,-1,서울특별시 종로구청,-1,37.6106387288,126.9748886717,2019-01-15,3000000,서울특별시 종로구,-1.0
121-3-000001,서울교통공사 사당 부설 주차장,공영,부설,서울특별시 서초구 효령로 5(방배동),서울특별시 서초구 방배동 5,109,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,혼합,10,500,10.0,500.0,24.0,2000.0,20000.0,현금,업무관련인 주차가능,서울교통공사,02-6110-5366,37.4763143,126.98563600000001,2018-09-01,B553766,서울교통공사,-1.0
103-3-000002,서울교통공사 인재개발원 부설 주차장,공영,부설,서울특별시 성동구 천호대로 78길 15-48(용답동),서울특별시 성동구 용답동 15-48,149,3,미시행,평일,09:00,18:00,00:00,00:00,00:00,00:00,혼합,10,300,10.0,300.0,24.0,6000.0,60000.0,현금,업무관련인 주차가능,서울교통공사,02-6110-8012,37.562018,127.05688799999999,2018-09-01,B553766,서울교통공사,-1.0
107-1-000001,개운산,공영,노상,서울특별시 성북구 북악산로 949-60,서울특별시 성북구 종암동 54-182,11,3,요일제,평일,08:00,17:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,10000.0,66000.0,현금,-1,성북구 도시관리공단,02-6925-0023,37.5967584,127.02399750000001,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000002,경동고,공영,노외,서울특별시 성북구 보문로29길 49,서울특별시 성북구 삼선동3가 43-1,123,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,90000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.5861472,127.012726,2019-04-10,3070000,서울특별시 성북구,-1.0
107-3-000003,구청사,공영,부설,서울특별시 성북구 보문로 168 성북구청,서울특별시 성북구 삼선동5가 411,200,2,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,30,1000,5.0,250.0,-1.0,10000.0,30000.0,"현금, 카드","주중 최초1시간 무료, 주말 최초2시간 무료",성북구 도시관리공단,02-6925-0023,37.5893849,127.0145956,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000004,길음환승,공영,노외,서울특별시 성북구 동소문로 260,서울특별시 성북구 하월곡동 104-112,147,3,5부제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,120000.0,"현금, 카드",-1,성북구 도시관리공단,02-6925-0023,37.604044099999996,127.02364650000001,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000005,동방고개,공영,노외,서울특별시 성북구 장위로13길 9,서울특별시 성북구 장위동 230-110,66,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,80000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.614647999999995,127.03877790000001,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000006,마을공원,공영,노외,서울특별시 성북구 돌곶이로32길 43 옆,서울특별시 성북구 장위동 77-79,98,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,96000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.617404,127.05365060000001,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000007,벤처빌딩,공영,노외,서울특별시 성북구 화랑로 212,서울특별시 성북구 장위동 65-154,56,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,80000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.6083886,127.04230020000001,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000008,장위시장,공영,노외,서울특별시 성북구 장월로8길 36,서울특별시 성북구 장위동 68-130,20,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,120000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.6105275,127.0484822,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000009,정릉시장,공영,노외,서울특별시 성북구 정릉로23길 56,서울특별시 성북구 정릉동 405-4,18,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,120000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.608070899999994,127.0072078,2019-04-10,3070000,서울특별시 성북구,-1.0
107-2-000010,장위시장2,공영,노외,서울특별시 성북구 장위로40길 62,"서울특별시 성북구 장위동 68-110,111",6,3,요일제,평일+토요일+공휴일,24:00,23:59,24:00,23:59,24:00,23:59,유료,5,150,5.0,150.0,-1.0,10000.0,120000.0,카드,-1,성북구 도시관리공단,02-6925-0023,37.6110588,127.05022209999998,2019-04-10,3070000,서울특별시 성북구,-1.0
101-1-000001,삼풍상가 공영주차장,공영,노상,서울특별시 중구 을지로20길,서울특별시 중구 인현동2가 56,98,1,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55210411,127.00521211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000002,한국은행뒤 공영주차장,공영,노상,서울특별시 중구 남대문로5길,서울특별시 중구 북창동 93-1,25,1,미시행,평일+토요일,09:00,21:00,09:00,18:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56414811,126.99207411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000003,다동쉼터 공영주차장,공영,노상,서울특별시 중구 다동길,서울특별시 중구 다동 46,7,1,미시행,평일+토요일,09:00,21:00,09:00,18:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56496411,127.01695911,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000004,해운센터앞 공영주차장,공영,노상,서울특별시 중구 소공로,서울특별시 중구 소공동 59,9,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55047311,127.00479411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000005,뉴국제호텔앞 공영주차장,공영,노상,서울특별시 중구 세종대로22길,서울특별시 중구 태평로1가 18,18,1,미시행,평일+토요일,09:00,21:00,09:00,18:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55222511,127.01338411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000006,이화여고앞 공영주차장,공영,노상,서울특별시 중구 통일로4길,서울특별시 중구 순화동 1-1,13,2,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56494611,126.96956211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000007,국제화재빌딩옆 공영주차장,공영,노상,서울특별시 중구 소월로,서울특별시 중구 남대문로5가 145,12,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55653511,126.99585711,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000008,대림상가 공영주차장,공영,노상,서울특별시 중구 을지로19길,서울특별시 중구 산림동 174,47,1,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55428111,127.00863811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000009,청소년회관뒤 공영주차장,공영,노상,서울특별시 중구 충무로9길,서울특별시 중구 수표동 50-1,8,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55892111,127.01339311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000010,진양상가옆 공영주차장,공영,노상,서울특별시 중구 퇴계로41길,서울특별시 중구 인현동2가 181,89,1,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.54909911,127.00625211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000011,한진면세점앞 공영주차장,공영,노상,서울특별시 중구 소월로,서울특별시 중구 남대문로5가 533,18,2,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56169911,126.97425211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000012,남대문피혁상가남측 공영주차장,공영,노상,서울특별시 중구 세종대로5길,서울특별시 중구 봉래동1가 83,25,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56517111,127.02072511,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000013,코오롱빌딩옆 공영주차장,공영,노상,서울특별시 중구 세종대로20길,서울특별시 중구 태평로1가 82,14,1,미시행,평일+토요일,09:00,21:00,09:00,18:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55995211,127.00123411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000014,그린빌딩옆 공영주차장,공영,노상,서울특별시 중구 소월로,서울특별시 중구 남대문로5가 267,33,2,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55501711,126.96488211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000015,한국관광공사옆 공영주차장,공영,노상,서울특별시 중구 남대문로,서울특별시 중구 다동 18,9,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,신용카드,공휴일 무료개방,서울특별시중구시설관리공단,02-2280-8360,37.56818711,126.98012611,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000016,맑은내길 공영주차장,공영,노상,서울특별시 중구 마장로1길,서울특별시 중구 신당동 213-10,17,1,미시행,평일+토요일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55624711,127.01585411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000017,남평화시장앞 공영주차장,공영,노상,서울특별시 중구 마장로1길,서울특별시 중구  신당동 779,32,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,현금 + 신용카드,-1,서울특별시중구시설관리공단,-1,37.55917511,126.98556411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000018,조선호텔앞 공영주차장,공영,노상,서울특별시 중구 남대문로7길,서울특별시 중구 소공동 87,12,1,미시행,평일+토요일,09:00,21:00,09:00,18:00,00:00,00:00,유료,5,600,5.0,600.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,35.56196411,127.01455711,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000019,청계8가 공영주차장,공영,노상,서울특별시 중구 청계천로,서울특별시 중구 흥인동 167-1,19,1,미시행,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,신용카드,공휴일 무료개방,서울특별시중구시설관리공단,02-2280-8360,37.55950211,127.01217511,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000020,서소문올리브타워옆 공영주차장,공영,노상,서울특별시 중구 세종대로9길 41,서울특별시 중구 서소문동 135,16,1,미시행,평일+토요일,09:00,20:00,09:00,16:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56379711,126.99980111,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000021,훈련원공원옆 공영주차장,공영,노상,서울특별시 중구 을지로39길,서울특별시 중구 을지로6가 18-4,8,1,미시행,평일+토요일,10:00,22:00,10:00,22:00,00:00,00:00,유료,5,350,5.0,350.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.55153611,127.00432111,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000022,국립의료원옆 공영주차장,공영,노상,서울특별시 중구 을지로 41,서울특별시 중구 입정동 41,15,1,미시행,평일+토요일,10:00,22:00,10:00,22:00,00:00,00:00,유료,5,350,5.0,350.0,-1.0,-1.0,-1.0,현금 + 신용카드,공휴일 무료개방,서울특별시중구시설관리공단,-1,37.56739511,127.01818911,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-1-000023,진양상가 인공도로 공영주차장,공영,노상,서울특별시 중구 퇴계로41길 신성상가 서측 인공도로,서울특별시 중구 인현동2가 192-56,55,1,미시행,평일+토요일+공휴일,06:00,21:00,06:00,18:00,06:00,18:00,유료,5,500,5.0,500.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56848611,127.00561711,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000001,충현 공영주차장,공영,노외,서울특별시 중구 동호로11나길 47,서울특별시 중구 다산동 432-462,111,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55954811,126.96621811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000002,충현어린이공원 공영주차장,공영,노외,서울특별시 중구 동호로11나길 47,서울특별시 중구 다산동 432-462,24,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,0,5.0,150.0,-1.0,-1.0,-1.0,신용카드,거주자 월정기주차로만 운영중,서울특별시중구시설관리공단,02-2280-8360,37.56505411,127.02288811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000003,초동 공영주차장,공영,노외,서울특별시 중구 마른내로 38,서울특별시 중구 초동 64-11,73,1,미시행,평일+토요일+공휴일,07:00,23:00,10:00,19:00,08:00,17:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56645111,126.97616311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000004,신당사거리 공영주차장,공영,노외,서울특별시 중구 퇴계로 408,서울특별시 중구 백학동 110-10,45,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56531311,126.99596711,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000005,성곽 공영주차장,공영,노외,서울특별시 중구 동호로17길 201,서울특별시 중구 다산동 432-2026,46,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56224411,126.97925811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000006,약수동 공영주차장,공영,노외,서울특별시 중구 동호로8다길 22,서울특별시 중구 약수동 349-234,90,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56792511,126.97998211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000007,문화 공영주차장,공영,노외,서울특별시 중구 동호로12길 29,서울특별시 중구 다산동 425-1,31,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56314111,126.98067411,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000008,필동 공영주차장,공영,노외,서울특별시 중구 필동로 55,서울특별시 중구 필동3가 62-12,48,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56835511,126.97774811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000009,다산동 공영주차장,공영,노외,서울특별시 중구 동호로15길 60,서울특별시 중구 다산동 432-1584,86,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56494611,126.96956211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000010,청구 공영주차장,공영,노외,서울특별시 중구 다산로 174,서울특별시 중구 청구동 330-17,51,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55827811,126.97591211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000011,버티 공영주차장,공영,노외,서울특별시 중구 동호로17길 270,서울특별시 중구 다산동 432-1693,92,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56761311,126.99573211,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000012,서소문삼성생명뒤 공영주차장,공영,노외,서울특별시 중구 서소문로12길,서울특별시 중구 서소문동 122,46,1,미시행,평일+토요일,08:00,22:00,08:00,22:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,현금 + 신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56736110000001,126.98960911,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000013,신당역 공영주차장,공영,노외,서울특별시 중구 다산로44길 67,서울특별시 중구 백학동 140-29,29,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56370211,126.99666311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000014,장충 공영주차장,공영,노외,서울특별시 중구 퇴계로50길 59,서울특별시 중구 장충동2가 193-39,106,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55611411,126.97529109999998,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000015,손기정체육공원 공영주차장,공영,노외,서울특별시 중구 손기정로 101,서울특별시 중구 만리동2가 6-1,197,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55877811,126.97241100000001,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000016,다동공원 공영주차장,공영,노외,서울특별시 중구 을지로1길 48,서울특별시 중구 다동 39-3,15,1,미시행,평일+토요일,09:00,23:00,09:00,23:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56759611,126.97844611,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000017,동산 공영주차장,공영,노외,서울특별시 중구 다산로24가길 23,서울특별시 중구 신당4동 333-260,83,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.55660411,126.97595311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000018,남산동 공영주차장,공영,노외,서울특별시 중구 퇴계로20길 24,서울특별시 중구 남산동2가 30-4,49,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56787611,126.98113911,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000019,새싹마을 공영주차장,공영,노외,서울특별시 중구 동호로12길 97,서울특별시 중구 다산동 386-66,12,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,0,5.0,0.0,-1.0,-1.0,-1.0,신용카드,거주자 월정기주차로만 운영중,서울특별시중구시설관리공단,02-2280-8360,37.56868111,127.01098111,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000020,묵정공원지하 공영주차장,공영,노외,서울특별시 중구 퇴계로45길 32-12,서울특별시 중구 충무로5가 21,502,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56444111,126.9801311,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000021,다산아트 공영주차장,공영,노외,서울특별시 중구 동호로17길 173,서울특별시 중구 다산동 432-612,76,3,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56744411,127.01677611,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-2-000022,황학어린이공원 공영주차장,공영,노외,서울특별시 중구 다산로48길 33,서울특별시 중구 확학동 775,113,1,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,400,5.0,400.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56131111,126.97296811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-3-000001,중구구민회관 부설주차장,공영,부설,서울특별시 중구 을지로39길 40,서울특별시 중구 을지로6가 18-14,71,2,미시행,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56764311,127.00501811,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-3-000002,중림종합복지센터 부설주차장,공영,부설,서울특별시 중구 서소문로6길 16,서울특별시 중구 중림동 155-1,95,2,미시행,평일+토요일+공휴일,06:00,22:00,09:00,18:00,09:00,18:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56767711,126.99401110000001,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
101-3-000003,중구종합복지센터,공영,부설,서울특별시 중구 퇴계로 460,서울특별시 중구 신당동 160-2,82,2,미시행,평일+토요일,08:00,19:00,09:00,18:00,00:00,00:00,유료,5,250,5.0,250.0,-1.0,-1.0,-1.0,신용카드,-1,서울특별시중구시설관리공단,02-2280-8360,37.56355211,126.99555511,2019-05-21,B552067,서울특별시중구시설관리공단,-1.0
108-1-000008,구청앞주차장,공영,노상,서울특별시 강북구 한천로139길,서울특별시 강북구 수유동 142,21,1,요일제,평일+토요일,09:00,19:00,09:00,15:00,00:00,00:00,유료,5,250,5.0,250.0,1440.0,20000.0,150000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3025,37.639134000000006,127.025694,2019-05-21,B551282,강북구도시관리공단,-1.0
108-2-000012,수유2동주차장,공영,노외,서울특별시 강북구 한천로160길 40,서울특별시 강북구 수유동 660-30,62,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-900-7443,37.645984999999996,127.021877,2019-05-21,B551282,강북구도시관리공단,-1.0
108-2-000011,우이동주차장,공영,노외,서울특별시 강북구 삼양로155길 33,서울특별시 강북구 우이동 105-2,82,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3049,37.656681,127.01160700000001,2019-05-21,B551282,강북구도시관리공단,-1.0
108-2-000010,송천동주차장,공영,노외,서울특별시 강북구 숭인로7나길 23,서울특별시 강북구 미아동 439-138,59,5,요일제,평일+토요일+공휴일,00:00,00:00,00:00,00:00,00:00,00:00,유료,5,150,5.0,150.0,1440.0,10000.0,100000.0,현금/계좌이체,ㅡ,강북구도시관리공단,02-944-3039,37.614536,127.025126,2019-05-21,B551282,강북구도시관리공단,-1.0
